n1402,java+field://CH.ifa.draw.samples.javadraw.JavaDrawApp.fAnimator,fAnimator,Variable
n1403,"java+constructor://java.awt.Color.Color(int,int,int)",,Constructor
n1404,java+field://CH.ifa.draw.standard.StandardDrawingView.fConstrainer,fConstrainer,Variable
n1405,java+field://CH.ifa.draw.figures.TextFigure.fFont,fFont,Variable
n1406,java+method://CH.ifa.draw.standard.CopyCommand.isExecutable(),isExecutable,Operation
n1407,java+constructor://CH.ifa.draw.standard.CompositeFigure.CompositeFigure(),CompositeFigure,Constructor
n1408,java+method://CH.ifa.draw.util.CommandMenu.remove(CH.ifa.draw.util.Command),remove,Operation
n1409,java+method://CH.ifa.draw.util.CommandChoice.addItem(CH.ifa.draw.util.Command),addItem,Operation
n141,java+method://CH.ifa.draw.application.DrawApplication.toolDone(),toolDone,Operation
n1410,java+method://CH.ifa.draw.samples.javadraw.Animator.start(),start,Operation
n1411,"java+constructor://CH.ifa.draw.contrib.DiamondFigure.DiamondFigure(java.awt.Point,java.awt.Point)",DiamondFigure,Constructor
n1412,java+field://CH.ifa.draw.standard.DragTracker.fLastY,fLastY,Variable
n1413,java+method://CH.ifa.draw.util.PaletteButton.mouseMoved(java.awt.event.MouseEvent),mouseMoved,Operation
n1414,"java+method://CH.ifa.draw.util.Geom.angleToPoint(java.awt.Rectangle,double)",angleToPoint,Operation
n1415,java+method://CH.ifa.draw.standard.ChangeConnectionHandle.draw(java.awt.Graphics),draw,Operation
n1416,java+field://CH.ifa.draw.application.DrawApplication.fDrawing,fDrawing,Variable
n1417,java+constructor://CH.ifa.draw.application.DrawApplication.createFileMenu().$anonymous6.(),,Constructor
n1418,java+method://CH.ifa.draw.figures.TextFigure.drawFrame(java.awt.Graphics),drawFrame,Operation
n1419,java+field://CH.ifa.draw.util.PaletteButton.fState,fState,Variable
n142,"java+method://CH.ifa.draw.figures.TextTool.mouseDown(java.awt.event.MouseEvent,int,int)",mouseDown,Operation
n1420,java+method://CH.ifa.draw.standard.StandardDrawingView.constrainPoint(java.awt.Point),constrainPoint,Operation
n1421,java+field://CH.ifa.draw.standard.StandardDrawingView.fBackgrounds,fBackgrounds,Variable
n1422,java+method://CH.ifa.draw.application.DrawApplication.drawing(),drawing,Operation
n1423,java+method://CH.ifa.draw.standard.CompositeFigure.findFigure(java.awt.Rectangle),findFigure,Operation
n1424,java+field://CH.ifa.draw.samples.net.NodeFigure.fConnectorsVisible,fConnectorsVisible,Variable
n1425,java+method://CH.ifa.draw.standard.StandardDrawingView.addToSelection(CH.ifa.draw.framework.Figure),addToSelection,Operation
n1426,java+constructor://CH.ifa.draw.standard.ActionTool.ActionTool(CH.ifa.draw.framework.DrawingView),ActionTool,Constructor
n1427,java+class://CH.ifa.draw.samples.javadraw.AnimationDecorator,AnimationDecorator,Structure
n1428,java+constructor://CH.ifa.draw.standard.AbstractTool.AbstractTool(CH.ifa.draw.framework.DrawingView),AbstractTool,Constructor
n1429,java+field://CH.ifa.draw.samples.javadraw.JavaDrawViewer.fView,fView,Variable
n143,java+field://CH.ifa.draw.util.Command.fName,fName,Variable
n1430,java+package://CH.ifa,ifa,Container
n1431,java+field://CH.ifa.draw.util.Iconkit.ID,ID,Variable
n1432,"java+constructor://CH.ifa.draw.contrib.PolygonHandle.PolygonHandle(CH.ifa.draw.contrib.PolygonFigure,CH.ifa.draw.framework.Locator,int)",PolygonHandle,Constructor
n1433,java+method://CH.ifa.draw.standard.ToolButton.paintBackground(java.awt.Graphics),paintBackground,Operation
n1434,java+method://CH.ifa.draw.standard.AlignCommand.execute(),execute,Operation
n1435,java+method://CH.ifa.draw.figures.UngroupCommand.isExecutable(),isExecutable,Operation
n1436,"java+method://CH.ifa.draw.standard.WestHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView)",invokeStep,Operation
n1437,java+method://CH.ifa.draw.figures.FigureAttributes.hasDefined(java.lang.String),hasDefined,Operation
n1438,java+method://CH.ifa.draw.figures.LineConnection.figureChanged(CH.ifa.draw.framework.FigureChangeEvent),figureChanged,Operation
n1439,"java+method://CH.ifa.draw.contrib.PolygonTool.addPoint(int,int)",addPoint,Operation
n144,java+method://CH.ifa.draw.contrib.TriangleRotationHandle.draw(java.awt.Graphics),draw,Operation
n1440,java+constructor://CH.ifa.draw.standard.CreationTool.CreationTool(CH.ifa.draw.framework.DrawingView),CreationTool,Constructor
n1441,java+method://CH.ifa.draw.figures.TextTool.deactivate(),deactivate,Operation
n1442,java+method://CH.ifa.draw.util.Geom.east(java.awt.Rectangle),east,Operation
n1443,java+method://CH.ifa.draw.contrib.PolygonFigure.isEmpty(),isEmpty,Operation
n1444,java+method://CH.ifa.draw.framework.DrawingView.unfreezeView(),unfreezeView,Operation
n1445,java+field://CH.ifa.draw.application.DrawApplication.IMAGES,IMAGES,Variable
n1446,java+method://CH.ifa.draw.figures.RadiusHandle.draw(java.awt.Graphics),draw,Operation
n1447,java+method://CH.ifa.draw.contrib.TriangleFigure.clone(),clone,Operation
n1448,java+method://CH.ifa.draw.samples.pert.PertApplication.createTools(java.awt.Panel),createTools,Operation
n1449,java+constructor://CH.ifa.draw.standard.AbstractConnector.AbstractConnector(),AbstractConnector,Constructor
n145,"java+method://CH.ifa.draw.figures.PolyLineFigure.splitSegment(int,int)",splitSegment,Operation
n1450,java+method://CH.ifa.draw.util.FloatingTextField.addActionListener(java.awt.event.ActionListener),addActionListener,Operation
n1451,java+constructor://CH.ifa.draw.util.Command.Command(java.lang.String),Command,Constructor
n1452,java+class://CH.ifa.draw.standard.CutCommand,CutCommand,Structure
n1453,java+method://CH.ifa.draw.figures.RoundRectangleFigure.connectionInsets(),connectionInsets,Operation
n1454,java+class://CH.ifa.draw.framework.HJDError,HJDError,Structure
n1455,java+field://CH.ifa.draw.figures.ElbowConnection.serialVersionUID,serialVersionUID,Variable
n1456,java+method://CH.ifa.draw.figures.ImageFigure.readObject(java.io.ObjectInputStream),readObject,Operation
n1457,java+constructor://CH.ifa.draw.samples.javadraw.URLTool.URLTool(CH.ifa.draw.framework.DrawingView),URLTool,Constructor
n1458,java+class://CH.ifa.draw.samples.javadraw.BouncingDrawing,BouncingDrawing,Structure
n1459,java+method://CH.ifa.draw.standard.RelativeLocator.north(),north,Operation
n146,"java+constructor://java.awt.MenuItem.MenuItem(java.lang.String,java.awt.MenuShortcut)",,Constructor
n1460,java+method://CH.ifa.draw.standard.AbstractTool.editor(),editor,Operation
n1461,"java+method://CH.ifa.draw.framework.Drawing.replace(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Figure)",replace,Operation
n1462,java+constructor://CH.ifa.draw.figures.EllipseFigure.EllipseFigure(),EllipseFigure,Constructor
n1463,java+method://CH.ifa.draw.util.FloatingTextField.getText(),getText,Operation
n1464,"java+method://CH.ifa.draw.standard.DecoratorFigure.connectorAt(int,int)",connectorAt,Operation
n1465,java+method://CH.ifa.draw.figures.ElbowHandle.constrainX(int),constrainX,Operation
n1466,java+method://CH.ifa.draw.standard.TextHolder.acceptsTyping(),acceptsTyping,Operation
n1467,java+method://CH.ifa.draw.contrib.PolygonFigure.locator(int),locator,Operation
n1468,java+method://CH.ifa.draw.standard.StandardDrawingView.mouseClicked(java.awt.event.MouseEvent),mouseClicked,Operation
n1469,java+interface://CH.ifa.draw.framework.Handle,Handle,Structure
n147,java+method://CH.ifa.draw.util.FloatingTextField.endOverlay(),endOverlay,Operation
n1470,java+method://CH.ifa.draw.samples.pert.PertFigure.taskName(),taskName,Operation
n1471,"java+method://CH.ifa.draw.samples.net.NodeFigure.containsPoint(int,int)",containsPoint,Operation
n1472,java+class://CH.ifa.draw.figures.LineFigure,LineFigure,Structure
n1473,java+constructor://java.util.Hashtable.Hashtable(int),,Constructor
n1474,java+constructor://CH.ifa.draw.samples.net.NodeFigure.NodeFigure(),NodeFigure,Constructor
n1475,java+field://CH.ifa.draw.util.StorableOutput.fMap,fMap,Variable
n1476,java+constructor://CH.ifa.draw.application.DrawApplication.createFileMenu().$anonymous5.(),,Constructor
n1477,java+method://CH.ifa.draw.figures.AttributeFigure.getFrameColor(),getFrameColor,Operation
n1478,java+method://CH.ifa.draw.util.Iconkit.basicGetImage(java.lang.String),basicGetImage,Operation
n1479,java+class://CH.ifa.draw.samples.javadraw.JavaDrawViewer,JavaDrawViewer,Structure
n148,java+method://CH.ifa.draw.framework.Connector.findEnd(CH.ifa.draw.framework.ConnectionFigure),findEnd,Operation
n1480,java+method://CH.ifa.draw.standard.ChangeConnectionStartHandle.disconnect(),disconnect,Operation
n1481,java+method://CH.ifa.draw.standard.TextHolder.overlayColumns(),overlayColumns,Operation
n1482,"java+method://CH.ifa.draw.standard.CompositeFigure.findFigureInside(int,int)",findFigureInside,Operation
n1483,java+class://CH.ifa.draw.standard.AbstractHandle,AbstractHandle,Structure
n1484,java+constructor://CH.ifa.draw.applet.SleeperThread.SleeperThread(java.applet.Applet),SleeperThread,Constructor
n1485,java+method://CH.ifa.draw.contrib.TriangleFigure.chop(java.awt.Point),chop,Operation
n1486,java+method://CH.ifa.draw.figures.GroupHandle.draw(java.awt.Graphics),draw,Operation
n1487,java+method://CH.ifa.draw.standard.DecoratorFigure.read(CH.ifa.draw.util.StorableInput),read,Operation
n1488,java+method://CH.ifa.draw.samples.javadraw.JavaDrawApp.createAnimationMenu(),createAnimationMenu,Operation
n1489,java+method://CH.ifa.draw.util.PaletteButton.mouseDragged(java.awt.event.MouseEvent),mouseDragged,Operation
n149,"java+method://CH.ifa.draw.samples.javadraw.PatternPainter.drawPattern(java.awt.Graphics,java.awt.Image,CH.ifa.draw.framework.DrawingView)",drawPattern,Operation
n1490,java+method://CH.ifa.draw.applet.DrawApplet.createButtons(java.awt.Panel).$anonymous1.itemStateChanged(java.awt.event.ItemEvent),itemStateChanged,Operation
n1491,java+field://CH.ifa.draw.figures.BorderDecorator.borderDecoratorSerializedDataVersion,borderDecoratorSerializedDataVersion,Variable
n1492,java+constructor://CH.ifa.draw.samples.pert.PertFigureCreationTool.PertFigureCreationTool(CH.ifa.draw.framework.DrawingView),PertFigureCreationTool,Constructor
n1493,java+class://CH.ifa.draw.figures.FontSizeHandle,FontSizeHandle,Structure
n1494,java+method://CH.ifa.draw.figures.AttributeFigure.getDefaultAttribute(java.lang.String),getDefaultAttribute,Operation
n1495,java+method://CH.ifa.draw.standard.ReverseFigureEnumerator.hasMoreElements(),hasMoreElements,Operation
n1496,java+method://CH.ifa.draw.framework.Drawing.bringToFront(CH.ifa.draw.framework.Figure),bringToFront,Operation
n1497,java+method://CH.ifa.draw.standard.LocatorConnector.draw(java.awt.Graphics),draw,Operation
n1498,java+method://CH.ifa.draw.figures.LineConnection.removePointAt(int),removePointAt,Operation
n1499,java+method://CH.ifa.draw.samples.pert.PertFigure.initialize(),initialize,Operation
n15,java+method://CH.ifa.draw.standard.StandardDrawingView.editor(),editor,Operation
n150,java+class://CH.ifa.draw.util.CommandChoice,CommandChoice,Structure
n1500,"java+method://CH.ifa.draw.standard.AbstractFigure.moveBy(int,int)",moveBy,Operation
n1501,java+method://CH.ifa.draw.figures.TextFigure.getAttribute(java.lang.String),getAttribute,Operation
n1502,"java+constructor://CH.ifa.draw.standard.CopyCommand.CopyCommand(java.lang.String,CH.ifa.draw.framework.DrawingView)",CopyCommand,Constructor
n1503,java+interface://CH.ifa.draw.framework.FigureChangeListener,FigureChangeListener,Structure
n1504,java+method://CH.ifa.draw.standard.AbstractFigure.canConnect(),canConnect,Operation
n1505,java+class://CH.ifa.draw.standard.ToolButton,ToolButton,Structure
n1506,java+field://CH.ifa.draw.figures.ImageFigure.imageFigureSerializedDataVersion,imageFigureSerializedDataVersion,Variable
n1507,java+class://CH.ifa.draw.util.ColorEntry,ColorEntry,Structure
n1508,java+field://CH.ifa.draw.figures.LineConnection.fStart,fStart,Variable
n1509,java+class://CH.ifa.draw.figures.ScribbleTool,ScribbleTool,Structure
n151,java+method://CH.ifa.draw.standard.ActionTool.action(CH.ifa.draw.framework.Figure),action,Operation
n1510,java+method://CH.ifa.draw.samples.javadraw.JavaDrawApp.endAnimation(),endAnimation,Operation
n1511,java+method://CH.ifa.draw.framework.Drawing.drawingChangeListeners(),drawingChangeListeners,Operation
n1512,java+method://CH.ifa.draw.framework.Figure.handles(),handles,Operation
n1513,java+field://CH.ifa.draw.figures.AttributeFigure.serialVersionUID,serialVersionUID,Variable
n1514,java+constructor://CH.ifa.draw.samples.net.NetApp.NetApp(),NetApp,Constructor
n1515,java+method://CH.ifa.draw.standard.TextHolder.getText(),getText,Operation
n1516,"java+method://CH.ifa.draw.figures.LineConnection.handleConnect(CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Figure)",handleConnect,Operation
n1517,java+method://CH.ifa.draw.standard.ConnectionHandle.createConnection(),createConnection,Operation
n1518,java+method://CH.ifa.draw.contrib.TriangleRotationHandle.getOrigin(),getOrigin,Operation
n1519,java+method://CH.ifa.draw.figures.TextFigure.figureChanged(CH.ifa.draw.framework.FigureChangeEvent),figureChanged,Operation
n152,java+field://CH.ifa.draw.util.PaletteIcon.fPressed,fPressed,Variable
n1520,"java+method://CH.ifa.draw.figures.PolyLineFigure.setAttribute(java.lang.String,java.lang.Object)",setAttribute,Operation
n1521,java+method://CH.ifa.draw.util.ColorMap.colorIndex(java.awt.Color),colorIndex,Operation
n1522,java+method://CH.ifa.draw.samples.javadraw.AnimationDecorator.write(CH.ifa.draw.util.StorableOutput),write,Operation
n1523,java+method://CH.ifa.draw.standard.CompositeFigure.draw(java.awt.Graphics),draw,Operation
n1524,java+method://CH.ifa.draw.framework.Handle.displayBox(),displayBox,Operation
n1525,java+method://CH.ifa.draw.standard.DuplicateCommand.isExecutable(),isExecutable,Operation
n1526,java+method://CH.ifa.draw.figures.PolyLineFigure.decorate(java.awt.Graphics),decorate,Operation
n1527,java+method://CH.ifa.draw.figures.LineConnection.figureRequestRemove(CH.ifa.draw.framework.FigureChangeEvent),figureRequestRemove,Operation
n1528,java+method://CH.ifa.draw.standard.DecoratorFigure.decompose(),decompose,Operation
n1529,"java+method://CH.ifa.draw.framework.Handle.invokeStart(int,int,CH.ifa.draw.framework.Drawing)",invokeStart,Operation
n153,java+field://CH.ifa.draw.figures.RadiusHandle.fOwner,fOwner,Variable
n1530,java+method://CH.ifa.draw.standard.AbstractConnector.draw(java.awt.Graphics),draw,Operation
n1531,java+method://CH.ifa.draw.figures.ElbowConnection.handles(),handles,Operation
n1532,java+method://CH.ifa.draw.samples.javadraw.AnimationDecorator.velocity(),velocity,Operation
n1533,java+method://CH.ifa.draw.figures.TextFigure.figureRequestRemove(CH.ifa.draw.framework.FigureChangeEvent),figureRequestRemove,Operation
n1534,java+interface://CH.ifa.draw.framework.Painter,Painter,Structure
n1535,java+method://CH.ifa.draw.figures.TextFigure.readOnly(),readOnly,Operation
n1536,java+method://CH.ifa.draw.framework.PointConstrainer.getStepX(),getStepX,Operation
n1537,java+field://CH.ifa.draw.applet.DrawApplet.fFontChoice,fFontChoice,Variable
n1538,"java+method://CH.ifa.draw.standard.ChopBoxConnector.chop(CH.ifa.draw.framework.Figure,java.awt.Point)",chop,Operation
n1539,java+constructor://CH.ifa.draw.application.DrawApplication.createFileMenu().$anonymous4.(),,Constructor
n154,"java+method://CH.ifa.draw.standard.BoxHandleKit.addHandles(CH.ifa.draw.framework.Figure,java.util.Vector)",addHandles,Operation
n1540,"java+method://CH.ifa.draw.standard.CreationTool.mouseDrag(java.awt.event.MouseEvent,int,int)",mouseDrag,Operation
n1541,java+method://CH.ifa.draw.standard.ChangeAttributeCommand.isExecutable(),isExecutable,Operation
n1542,"java+method://CH.ifa.draw.contrib.PolygonFigure.containsPoint(int,int)",containsPoint,Operation
n1543,java+method://CH.ifa.draw.standard.AbstractFigure.invalidate(),invalidate,Operation
n1544,java+method://CH.ifa.draw.application.DrawApplication.createMenus(java.awt.MenuBar),createMenus,Operation
n1545,java+method://CH.ifa.draw.standard.StandardDrawing.figureRequestRemove(CH.ifa.draw.framework.FigureChangeEvent),figureRequestRemove,Operation
n1546,"java+method://CH.ifa.draw.figures.LineFigure.endPoint(int,int)",endPoint,Operation
n1547,"java+method://CH.ifa.draw.contrib.PolygonFigure.splitSegment(int,int)",splitSegment,Operation
n1548,java+method://CH.ifa.draw.standard.DecoratorFigure.includes(CH.ifa.draw.framework.Figure),includes,Operation
n1549,java+field://CH.ifa.draw.figures.ImageFigure.serialVersionUID,serialVersionUID,Variable
n155,java+method://CH.ifa.draw.standard.BoxHandleKit.south(CH.ifa.draw.framework.Figure),south,Operation
n1550,java+method://CH.ifa.draw.figures.GroupCommand.execute(),execute,Operation
n1551,java+constructor://CH.ifa.draw.framework.HJDError.HJDError(java.lang.String),HJDError,Constructor
n1552,java+package://CH.ifa.draw,draw,Container
n1553,java+field://CH.ifa.draw.framework.FigureSelection.fData,fData,Variable
n1554,"java+method://CH.ifa.draw.standard.AbstractTool.mouseMove(java.awt.event.MouseEvent,int,int)",mouseMove,Operation
n1555,"java+method://CH.ifa.draw.samples.javadraw.FollowURLTool.mouseUp(java.awt.event.MouseEvent,int,int)",mouseUp,Operation
n1556,java+method://CH.ifa.draw.standard.CompositeFigure.figureInvalidated(CH.ifa.draw.framework.FigureChangeEvent),figureInvalidated,Operation
n1557,java+constructor://CH.ifa.draw.figures.RectangleFigure.RectangleFigure(),RectangleFigure,Constructor
n1558,java+method://CH.ifa.draw.figures.ConnectedTextTool.activate(),activate,Operation
n1559,"java+method://CH.ifa.draw.util.Geom.length2(int,int,int,int)",length2,Operation
n156,java+field://CH.ifa.draw.applet.DrawApplet.fgUntitled,fgUntitled,Variable
n1560,java+method://CH.ifa.draw.standard.StandardDrawingView.checkMinimumSize(),checkMinimumSize,Operation
n1561,java+class://CH.ifa.draw.samples.javadraw.JavaDrawApp,JavaDrawApp,Structure
n1562,"java+method://CH.ifa.draw.contrib.PolygonFigure.basicDisplayBox(java.awt.Point,java.awt.Point)",basicDisplayBox,Operation
n1563,java+method://CH.ifa.draw.standard.AbstractLocator.clone(),clone,Operation
n1564,java+method://CH.ifa.draw.standard.FigureChangeEventMulticaster.remove(java.util.EventListener),remove,Operation
n1565,java+method://CH.ifa.draw.samples.pert.PertFigure.readTasks(CH.ifa.draw.util.StorableInput),readTasks,Operation
n1566,"java+method://CH.ifa.draw.standard.SelectionTool.createDragTracker(CH.ifa.draw.framework.DrawingView,CH.ifa.draw.framework.Figure)",createDragTracker,Operation
n1567,"java+method://CH.ifa.draw.standard.CompositeFigure.findFigureWithout(int,int,CH.ifa.draw.framework.Figure)",findFigureWithout,Operation
n1568,java+method://CH.ifa.draw.samples.javadraw.JavaDrawViewer.loadDrawing(java.lang.String),loadDrawing,Operation
n1569,java+field://CH.ifa.draw.applet.DrawApplet.fSleeper,fSleeper,Variable
n157,java+constructor://CH.ifa.draw.samples.javadraw.JavaDrawApplet.createButtons(java.awt.Panel).$anonymous1.(),,Constructor
n1570,java+method://CH.ifa.draw.framework.FigureEnumeration.nextFigure(),nextFigure,Operation
n1571,"java+method://CH.ifa.draw.standard.NorthHandle.invokeStep(int,int,int,int,CH.ifa.draw.framework.DrawingView)",invokeStep,Operation
n1572,java+method://CH.ifa.draw.util.PaletteLayout.preferredLayoutSize(java.awt.Container),preferredLayoutSize,Operation
n1573,java+method://CH.ifa.draw.application.DrawApplication.createAttributesMenu(),createAttributesMenu,Operation
n1574,java+method://CH.ifa.draw.standard.SelectionTool.createAreaTracker(CH.ifa.draw.framework.DrawingView),createAreaTracker,Operation
n1575,java+constructor://CH.ifa.draw.contrib.PolygonFigure.PolygonFigure(),PolygonFigure,Constructor
n1576,java+class://CH.ifa.draw.util.Filler,Filler,Structure
n1577,java+method://CH.ifa.draw.standard.BoxHandleKit.north(CH.ifa.draw.framework.Figure),north,Operation
n1578,java+constructor://CH.ifa.draw.contrib.TriangleFigure.TriangleFigure(),TriangleFigure,Constructor
n1579,java+field://CH.ifa.draw.standard.StandardDrawingView.fEditor,fEditor,Variable
n158,java+method://CH.ifa.draw.application.DrawApplication.createFileMenu().$anonymous1.actionPerformed(java.awt.event.ActionEvent),actionPerformed,Operation
n1580,java+method://CH.ifa.draw.figures.BorderDecorator.connectionInsets(),connectionInsets,Operation
n1581,java+constructor://CH.ifa.draw.contrib.ChopPolygonConnector.ChopPolygonConnector(),ChopPolygonConnector,Constructor
n1582,"java+constructor://CH.ifa.draw.standard.StandardDrawingView.StandardDrawingView(CH.ifa.draw.framework.DrawingEditor,int,int)",StandardDrawingView,Constructor
n1583,java+method://CH.ifa.draw.figures.EllipseFigure.handles(),handles,Operation
n1584,java+field://CH.ifa.draw.samples.net.NodeFigure.fConnectors,fConnectors,Variable
n1585,java+method://CH.ifa.draw.samples.javadraw.JavaDrawApp.open(),open,Operation
n1586,java+constructor://CH.ifa.draw.figures.GroupFigure.GroupFigure(),,Constructor
n1587,java+method://CH.ifa.draw.standard.StandardDrawingView.drawingRequestUpdate(CH.ifa.draw.framework.DrawingChangeEvent),drawingRequestUpdate,Operation
n1588,java+method://CH.ifa.draw.samples.javadraw.JavaDrawApp.createSelectionTool(),createSelectionTool,Operation
n1589,"java+method://CH.ifa.draw.standard.SelectionTool.mouseUp(java.awt.event.MouseEvent,int,int)",mouseUp,Operation
n159,"java+method://CH.ifa.draw.figures.ImageFigure.imageUpdate(java.awt.Image,int,int,int,int,int)",imageUpdate,Operation
n1590,java+interface://CH.ifa.draw.framework.DrawingEditor,DrawingEditor,Structure
n1591,java+method://CH.ifa.draw.standard.AbstractHandle.owner(),owner,Operation
n1592,java+field://CH.ifa.draw.samples.pert.PertApplet.PERTIMAGES,PERTIMAGES,Variable
n1593,java+method://CH.ifa.draw.standard.ConnectionTool.getTarget(),getTarget,Operation
n1594,java+method://CH.ifa.draw.standard.StandardDrawingView.setConstrainer(CH.ifa.draw.framework.PointConstrainer),setConstrainer,Operation
n1595,java+class://CH.ifa.draw.figures.NumberTextFigure,NumberTextFigure,Structure
n1596,java+constructor://CH.ifa.draw.standard.OffsetLocator.OffsetLocator(CH.ifa.draw.framework.Locator),OffsetLocator,Constructor
n1597,java+method://CH.ifa.draw.contrib.PolygonHandle.locate(),locate,Operation
n1598,"java+method://CH.ifa.draw.standard.AbstractConnector.containsPoint(int,int)",containsPoint,Operation
n1599,java+method://CH.ifa.draw.standard.CompositeFigure.release(),release,Operation
n16,java+class://CH.ifa.draw.util.CommandMenu,CommandMenu,Structure
n160,java+class://CH.ifa.draw.samples.pert.PertFigureCreationTool,PertFigureCreationTool,Structure
n1600,java+field://CH.ifa.draw.standard.OffsetLocator.fBase,fBase,Variable
n1601,java+method://CH.ifa.draw.util.PaletteIcon.selected(),selected,Operation
n1602,java+constructor://java.awt.MediaTracker.MediaTracker(java.awt.Component),,Constructor
n1603,java+constructor://java.io.IOException.IOException(java.lang.String),,Constructor
n1604,java+method://CH.ifa.draw.applet.DrawApplet.setSimpleDisplayUpdate(),setSimpleDisplayUpdate,Operation
n1605,java+field://CH.ifa.draw.standard.BringToFrontCommand.fView,fView,Variable
n1606,"java+constructor://CH.ifa.draw.figures.UngroupCommand.UngroupCommand(java.lang.String,CH.ifa.draw.framework.DrawingView)",UngroupCommand,Constructor
n1607,java+field://CH.ifa.draw.util.Filler.fHeight,fHeight,Variable
n1608,"java+method://CH.ifa.draw.standard.FigureChangeEventMulticaster.removeInternal(java.util.EventListener,java.util.EventListener)",removeInternal,Operation
n1609,java+method://CH.ifa.draw.standard.DecoratorFigure.figureChanged(CH.ifa.draw.framework.FigureChangeEvent),figureChanged,Operation
n161,java+method://CH.ifa.draw.util.StorableOutput.writeString(java.lang.String),writeString,Operation
n1610,java+field://CH.ifa.draw.standard.OffsetLocator.fOffsetX,fOffsetX,Variable
n1611,java+method://CH.ifa.draw.standard.StandardDrawingView.selection(),selection,Operation
n1612,"java+method://CH.ifa.draw.util.Geom.intersect(int,int,int,int,int,int,int,int)",intersect,Operation
n1613,java+method://CH.ifa.draw.contrib.TriangleFigure.connectionInsets(),connectionInsets,Operation
n1614,java+field://CH.ifa.draw.standard.CreationTool.fAnchorPoint,fAnchorPoint,Variable
n1615,java+field://CH.ifa.draw.standard.SimpleUpdateStrategy.serialVersionUID,serialVersionUID,Variable
n1616,java+package://CH.ifa.draw.figures,figures,Container
n1617,java+field://CH.ifa.draw.figures.LineConnection.lineConnectionSerializedDataVersion,lineConnectionSerializedDataVersion,Variable
n1618,java+method://CH.ifa.draw.samples.net.NodeFigure.draw(java.awt.Graphics),draw,Operation
n1619,java+method://CH.ifa.draw.samples.javadraw.JavaDrawApp.createWindowMenu(),createWindowMenu,Operation
n162,"java+constructor://CH.ifa.draw.standard.GridConstrainer.GridConstrainer(int,int)",GridConstrainer,Constructor
n1620,java+method://CH.ifa.draw.samples.javadraw.AnimationDecorator.read(CH.ifa.draw.util.StorableInput),read,Operation
n1621,java+method://CH.ifa.draw.samples.javadraw.URLTool.endAction(java.awt.event.ActionEvent),endAction,Operation
n1622,java+field://CH.ifa.draw.application.DrawApplication.ALIGNMENT_MENU,ALIGNMENT_MENU,Variable
n1623,java+method://CH.ifa.draw.standard.StandardDrawingView.addForeground(CH.ifa.draw.framework.Painter),addForeground,Operation
n1624,java+method://CH.ifa.draw.standard.ConnectionTool.getEndConnector(),getEndConnector,Operation
n1625,java+field://CH.ifa.draw.figures.FigureAttributes.figureAttributesSerializedDataVersion,figureAttributesSerializedDataVersion,Variable
n1626,"java+method://CH.ifa.draw.samples.javadraw.URLTool.setURL(CH.ifa.draw.framework.Figure,java.lang.String)",setURL,Operation
n1627,java+method://CH.ifa.draw.standard.DecoratorFigure.getAttribute(java.lang.String),getAttribute,Operation
n1628,java+class://CH.ifa.draw.util.PaletteLayout,PaletteLayout,Structure
n1629,"java+method://CH.ifa.draw.figures.LineConnection.startPoint(int,int)",startPoint,Operation
n163,java+field://CH.ifa.draw.applet.DrawApplet.fTool,fTool,Variable
n1630,java+method://CH.ifa.draw.standard.StandardDrawingView.selectionChanged(),selectionChanged,Operation
n1631,java+method://CH.ifa.draw.standard.TextHolder.getFont(),getFont,Operation
n1632,java+class://CH.ifa.draw.standard.NorthEastHandle,NorthEastHandle,Structure
n1633,java+field://CH.ifa.draw.standard.RelativeLocator.fRelativeX,fRelativeX,Variable
n1634,java+field://CH.ifa.draw.figures.LineFigure.lineFigureSerializedDataVersion,lineFigureSerializedDataVersion,Variable
n1635,java+method://CH.ifa.draw.standard.StandardDrawingView.readObject(java.io.ObjectInputStream),readObject,Operation
n1636,java+method://CH.ifa.draw.figures.GroupFigure.handles(),handles,Operation
n1637,java+method://CH.ifa.draw.standard.CutCommand.execute(),execute,Operation
n1638,java+method://CH.ifa.draw.framework.PointConstrainer.getStepY(),getStepY,Operation
n1639,java+method://CH.ifa.draw.figures.GroupFigure.displayBox(),displayBox,Operation
n164,"java+method://CH.ifa.draw.figures.FigureAttributes.set(java.lang.String,java.lang.Object)",set,Operation
n1640,java+class://CH.ifa.draw.standard.ReverseFigureEnumerator,ReverseFigureEnumerator,Structure
n1641,"java+method://CH.ifa.draw.standard.LocatorConnector.containsPoint(int,int)",containsPoint,Operation
n1642,java+field://CH.ifa.draw.util.PaletteIcon.fSelected,fSelected,Variable
n1643,java+constructor://CH.ifa.draw.standard.SouthEastHandle.SouthEastHandle(CH.ifa.draw.framework.Figure),SouthEastHandle,Constructor
n1644,java+method://CH.ifa.draw.standard.FigureChangeEventMulticaster.figureRemoved(CH.ifa.draw.framework.FigureChangeEvent),figureRemoved,Operation
n1645,java+method://CH.ifa.draw.application.DrawApplication.promptSaveAs(),promptSaveAs,Operation
n1646,java+class://CH.ifa.draw.standard.RelativeLocator,RelativeLocator,Structure
n1647,java+field://CH.ifa.draw.figures.InsertImageCommand.fImage,fImage,Variable
