"CD_AnnotatedMembers","CD_AnnotatedMembers_Overlap","CD_AnnotatedMembers_Pvalue","CD_AnnotatedMembers_Size","CD_CommunityName","CD_Labeled","CD_MemberList","CD_MemberList_LogSize","CD_MemberList_Size","level","name","selected","shared name"
,"0.0","0.0","0",,"false","PlanController.AbstractPolylineState PlanController.PolylineDrawingState PlanController.PolylineResizeState Polyline Polyline.ArrowStyle Polyline.CapStyle Polyline.DashStyle Polyline.JoinStyle PolylineController PolylineController.ModifiedPolyline PolylineController.PolylinesModificationUndoableEdit PolylineController.Property PolylinePanel.ArrowsStyle","3.7","13",,"C38770","false","C38770"
,"0.0","0.0","0",,"false","ContentDigestManager ContentDigestManager.ZipEntryData DefaultFurnitureCatalog.PropertyKey DefaultHomeOutputStream DefaultHomeOutputStream.HomeContentObjectsTracker DefaultHomeOutputStream.HomeObjectOutputStream DefaultTexturesCatalog.PropertyKey HomeURLContent ResourceURLContent SimpleURLContent TemporaryURLContent URLContent URLContentClassLoader","3.7","13",,"C38771","false","C38771"
,"0.0","0.0","0",,"false","AppletApplication.AppletFurnitureTable FurnitureTable FurnitureTable.FurnitureFilter FurnitureTable.FurnitureTreeTableModel FurnitureTable.RunnableContext FurnitureTable.TreeTableNameCellRenderer FurnitureTable.TreeTableNameCellRenderer.PanelWithInformationIcon FurnitureTable.UserPreferencesChangeListener HomePrintableComponent.Variable InterruptedPrinterException TransferableView TransferableView.DataType","3.585","12",,"C38772","false","C38772"
,"0.0","0.0","0",,"false","AutoCommitSpinner LengthUnit LengthUnit.InchDecimalsFormat LengthUnit.MeterFamilyFormat LengthUnit.SquareFootAreaFormatWithUnit LengthUnit.SquareMeterAreaFormatWithUnit UserPreferencesController UserPreferencesController.Property UserPreferencesPanel UserPreferencesPanel.AutoCommitLengthSpinner UserPreferencesPanel.SpinnerLengthModel UserPreferencesPanel.SupportedLanguagesChangeListener","3.585","12",,"C38773","false","C38773"
,"0.0","0.0","0",,"false","BackgroundImageWizardController BackgroundImageWizardController.BackgroundImageWizardStepState BackgroundImageWizardController.ImageChoiceStepState BackgroundImageWizardController.ImageOriginStepState BackgroundImageWizardController.ImageScaleStepState BackgroundImageWizardController.Property BackgroundImageWizardController.Step BackgroundImageWizardStepsPanel BackgroundImageWizardStepsPanel.OriginImagePreviewComponent BackgroundImageWizardStepsPanel.ScaleImagePreviewComponent BackgroundImageWizardStepsPanel.ScaleImagePreviewComponent.ActionType ScaledImageComponent","3.585","12",,"C38774","false","C38774"
,"0.0","0.0","0",,"false","ExportableView HomeComponent3D.NavigationButton HomePDFPrinter HomePane.MouseAndFocusListener HomePrintableComponent PrintPreviewPanel PrintPreviewPanel.ActionType PrintPreviewPanel.HigherInsetsButton ProportionalLayout ResourceAction ResourceAction.LanguageChangeListener","3.459","11",,"C38775","false","C38775"
,"0.0","0.0","0",,"false","ControllerAction HelpController HelpController.HelpDocument HelpController.HelpDocument.HelpReader HelpController.LanguageChangeListener HelpController.Property HelpPane HelpPane.ActionType HelpPane.LanguageChangeListener HelpView","3.322","10",,"C38776","false","C38776"
,"0.0","0.0","0",,"false","HomePane.OBJExporter OBJLoader OBJLoader.Face OBJLoader.Geometry OBJLoader.Group OBJLoader.Line OBJMaterial OBJWriter OBJWriter.ComparableAppearance","3.17","9",,"C38777","false","C38777"
,"0.0","0.0","0",,"false","ObserverCameraController ObserverCameraController.Property ObserverCameraPanel SwingViewFactory ThreadedTaskController ThreadedTaskController.ExceptionHandler ThreadedTaskPanel ThreadedTaskView ViewFactoryAdapter","3.17","9",,"C38778","false","C38778"
,"0.0","0.0","0",,"false","Elevatable HomeComponent3D.ElevateCameraAction HomeComponent3D.MoveCameraAction HomeComponent3D.MoveCameraSidewaysAction HomeComponent3D.RotateCameraYawAction HomeController3D HomeController3D.CameraControllerState HomeController3D.TopCameraState HomeController3D.UserPreferencesChangeListener","3.17","9",,"C38779","false","C38779"
,"0.0","0.0","0",,"false","Home3DAttributesController Home3DAttributesController.EnvironmentPaint Home3DAttributesController.Home3DAttributesModificationUndoableEdit Home3DAttributesController.Property Home3DAttributesPanel TextureChoiceComponent TextureChoiceController TextureChoiceController.Property TextureChoiceView","3.17","9",,"C38780","false","C38780"
,"0.0","0.0","0",,"false","Object3DBranch.TextureKey PlanController.AbstractRoomState PlanController.PointMagnetizedToClosestWallOrRoomPoint PlanController.RoomCreationState PlanController.RoomDrawingState PlanController.RoomPointWithAngleMagnetism PlanController.RoomResizeState Room RoomController.ModifiedRoom","3.17","9",,"C38781","false","C38781"
,"0.0","0.0","0",,"false","HomeController.LanguageChangeListener HomeController.Update HomeController.UpdatesHandler PhotosController PhotosController.HomeStoredCamerasChangeListener PhotosController.Property PhotosPanel.CamerasListModel TransferableView.TransferObserver","3.0","8",,"C38782","false","C38782"
,"0.0","0.0","0",,"false","TextureChoiceComponent.TexturePanel TextureChoiceComponent.TexturePanel.TextureIcon TextureImage WallController WallController.Property WallController.WallPaint WallController.WallShape WallController.WallsModificationUndoableEdit","3.0","8",,"C38783","false","C38783"
,"0.0","0.0","0",,"false","FurnitureCatalogController.FurnitureCatalogViewChangeListener FurnitureTable.FurnitureTableColumnModel FurnitureTable.FurnitureTableColumnModel.LanguageChangeListener Home.Property HomePieceOfFurniture.SortableProperty PlanController.SelectionState SelectionEvent SelectionListener","3.0","8",,"C38784","false","C38784"
,"0.0","0.0","0",,"false","Max3DSLoader Max3DSLoader.Chunk3DS Max3DSLoader.ChunkID Max3DSLoader.ChunksInputStream Max3DSLoader.Face3DS Max3DSLoader.Material3DS Max3DSLoader.Mesh3DS Max3DSLoader.Mesh3DSSharedVertex","3.0","8",,"C38785","false","C38785"
,"0.0","0.0","0",,"false","Label Label3D LabelController LabelController.LabelCreationUndoableEdit LabelController.LabelModificationUndoableEdit LabelController.ModifiedLabel LabelController.Property TextStyle","3.0","8",,"C38786","false","C38786"
,"0.0","0.0","0",,"false","BaseboardChoiceController BaseboardChoiceController.BaseboardPaint BaseboardChoiceController.Property RoomController RoomController.Property RoomController.RoomPaint RoomController.RoomsAndWallSidesModificationUndoableEdit","2.807","7",,"C38787","false","C38787"
,"0.0","0.0","0",,"false","DefaultUserPreferences FontNameComboBox FurnitureTable.FurnitureTableColumnModel.PriceRenderer PatternsCatalog UserPreferences UserPreferences.PrefixedResourceBundle UserPreferences.Property","2.807","7",,"C38788","false","C38788"
,"0.0","0.0","0",,"false","Controller DialogView View WizardController WizardController.Property WizardController.WizardControllerStepState WizardPane","2.807","7",,"C38789","false","C38789"
,"0.0","0.0","0",,"false","ImportedTextureWizardController ImportedTextureWizardController.ImportedTextureWizardStepState ImportedTextureWizardController.Property ImportedTextureWizardController.Step ImportedTextureWizardController.TextureAttributesStepState ImportedTextureWizardController.TextureImageStepState ImportedTextureWizardStepsPanel","2.807","7",,"C38790","false","C38790"
,"0.0","0.0","0",,"false","AppletContentManager ContentManager.ContentType FileContentManager FileContentManager.DirectoryChooser FileContentManager.DirectoryChooser.DirectoryNode SweetHome3D.FileContentManagerWithRecordedLastDirectories","2.585","6",,"C38791","false","C38791"
,"0.0","0.0","0",,"false","HomePrint HomePrint.PaperOrientation PageSetupController PageSetupController.HomePrintModificationUndoableEdit PageSetupController.Property PageSetupPanel","2.585","6",,"C38792","false","C38792"
,"0.0","0.0","0",,"false","Compass Compass.GeographicPoint Compass.Property CompassController.CompassUndoableEdit PlanController.CompassResizeState","2.322","5",,"C38793","false","C38793"
,"0.0","0.0","0",,"false","ColorButton.RecentColorsPanel SwingTools SwingTools.BrowserSupport SwingTools.MenuItemsVisibilityListener SwingTools.SelectionOnFocusManager","2.322","5",,"C38794","false","C38794"
,"0.0","0.0","0",,"false","ColorButton.ColorChart ColorButton.ColorCode ColorButton.GrayColorChart ColorButton.PaletteComboBox ColorButton.PalettesColorChooserPanel","2.322","5",,"C38795","false","C38795"
,"0.0","0.0","0",,"false","LevelController LevelController.LevelModificationUndoableEdit LevelController.ModifiedLevel LevelController.Property LevelPanel.LevelsTableModel","2.322","5",,"C38796","false","C38796"
,"0.0","0.0","0",,"false","CatalogItem CatalogItemToolTip CatalogItemToolTip.DisplayedInformation FurnitureCatalogTree","2.0","4",,"C38797","false","C38797"
,"0.0","0.0","0",,"false","CompassController CompassController.Property PrintPreviewController ViewFactory","2.0","4",,"C38798","false","C38798"
,"0.0","0.0","0",,"false","HomeXMLExporter HomeXMLExporter.PieceOfFurnitureExporter ObjectXMLExporter XMLWriter","2.0","4",,"C38799","false","C38799"
,"0.0","0.0","0",,"false","Object3DBranchFactory PhotoRenderer.PhotoObject3DFactory Room3D Selectable","2.0","4",,"C38800","false","C38800"
,"0.0","0.0","0",,"false","ExtensionsClassLoader SweetHome3DApplet SweetHome3DBootstrap SweetHome3DViewer","2.0","4",,"C38801","false","C38801"
,"0.0","0.0","0",,"false","DamagedHomeIOException DamagedHomeRecorderException Home","1.585","3",,"C38802","false","C38802"
,"0.0","0.0","0",,"false","ContentManager FurnitureCatalogController FurnitureCatalogTransferHandler","1.585","3",,"C38803","false","C38803"
,"0.0","0.0","0",,"false","HomePane.ActionAdapter PluginAction PluginAction.Property","1.585","3",,"C38804","false","C38804"
,"0.0","0.0","0",,"false","AppletApplication.AppletBasicService AppletApplication.StandaloneServiceManager","1.0","2",,"C38805","false","C38805"
