id,fullName,name,type
n2479,@java+method#com.fsck.k9.activity.setup.AccountSetupOutgoing.getSelectedAuthType(),getSelectedAuthType,Operation
n248,@java+method#com.fsck.k9.mail.internet.TextBody.getLengthWhenQuotedPrintableEncoded(byte[]),getLengthWhenQuotedPrintableEncoded,Operation
n2480,@java+field#com.fsck.k9.activity.setup.AccountSettings.DIALOG_COLOR_PICKER_LED,DIALOG_COLOR_PICKER_LED,Variable
n2481,@java+method#com.fsck.k9.activity.AccountList.populateListView(java.util.List),populateListView,Operation
n2482,@java+field#com.fsck.k9.activity.Accounts.DIALOG_RECREATE_ACCOUNT,DIALOG_RECREATE_ACCOUNT,Variable
n2483,"@java+method#com.fsck.k9.controller.MessagingController.searchLocalMessagesSynchronous(com.fsck.k9.search.LocalSearch,com.fsck.k9.controller.MessagingListener).$anonymous1.messageStarted(java.lang.String,int,int)",messageStarted,Operation
n2484,@java+field#com.fsck.k9.activity.MessageList.REQUEST_MASK_PENDING_INTENT,REQUEST_MASK_PENDING_INTENT,Variable
n2485,@java+method#com.fsck.k9.K9.setDebug(boolean),setDebug,Operation
n2486,"@java+method#com.fsck.k9.mailstore.StorageManager.ExternalStorageProvider.getAttachmentDirectory(com.fsck.k9.controller.Context,java.lang.String)",getAttachmentDirectory,Operation
n2487,"@java+constructor#com.fsck.k9.search.ConditionsTreeNode.ConditionsTreeNode(com.fsck.k9.search.ConditionsTreeNode,com.fsck.k9.search.ConditionsTreeNode.Operator)",ConditionsTreeNode,Constructor
n2488,@java+method#com.fsck.k9.mail.TransportUris.createWebDavUri(com.fsck.k9.mail.ServerSettings),createWebDavUri,Operation
n2489,"@java+method#com.fsck.k9.preferences.SettingsImporter.parseSettings(java.io.InputStream,boolean,java.util.List,boolean)",parseSettings,Operation
n249,@java+method#com.fsck.k9.ui.messageview.MessageViewFragment.$anonymous1.redisplayMessage(),redisplayMessage,Operation
n2490,@java+method#com.fsck.k9.mail.internet.MimeBodyPart.getFirstHeader(java.lang.String),getFirstHeader,Operation
n2491,@java+constructor#com.fsck.k9.activity.compose.RecipientMvpView.setPresenter(com.fsck.k9.activity.compose.RecipientPresenter).$anonymous2.(),,Constructor
n2492,@java+method#com.fsck.k9.mail.transport.smtp.SmtpTransportTest.open_withManyExtensions_shouldParseAll(),open_withManyExtensions_shouldParseAll,Operation
n2493,"@java+method#com.fsck.k9.fragment.MessageListFragment.copyOrMove(java.util.List,java.lang.String,com.fsck.k9.fragment.MessageListFragment.FolderOperation)",copyOrMove,Operation
n2494,@java+field#com.fsck.k9.mail.transport.smtp.SmtpTransport.host,host,Variable
n2495,@java+method#com.fsck.k9.mail.store.webdav.WebDavMessageTest.setFlag_asks_folder_to_set_flag(),setFlag_asks_folder_to_set_flag,Operation
n2496,@java+constructor#com.fsck.k9.message.signature.HtmlSignatureRemover.StripSignatureFilter.StripSignatureFilter(),,Constructor
n2497,"@java+method#com.fsck.k9.activity.setup.AccountSetupCheckSettings.onActivityResult(int,int,com.fsck.k9.provider.Intent)",onActivityResult,Operation
n2498,"@java+method#com.fsck.k9.mail.store.pop3.Pop3Store.Pop3Folder.fetch(java.util.List,com.fsck.k9.mail.FetchProfile,com.fsck.k9.mail.MessageRetrievalListener)",fetch,Operation
n2499,@java+class#com.fsck.k9.Account,Account,Structure
n25,@java+method#com.fsck.k9.mailstore.LocalFolder.isInTopGroup(),isInTopGroup,Operation
n250,@java+method#com.fsck.k9.mail.store.imap.ImapConnection.setReadTimeout(int),setReadTimeout,Operation
n2500,@java+field#com.fsck.k9.activity.compose.RecipientPresenter.context,context,Variable
n2501,@java+field#com.fsck.k9.view.MessageCryptoDisplayStatus.statusDotsRes,statusDotsRes,Variable
n2502,@java+method#com.fsck.k9.Account.getIdentities(),getIdentities,Operation
n2503,@java+field#com.fsck.k9.K9.mHideUserAgent,mHideUserAgent,Variable
n2504,@java+field#com.fsck.k9.notification.SendFailedNotificationsTest.builder,builder,Variable
n2505,@java+constructor#com.fsck.k9.controller.MemorizingMessagingListener.MemorizingMessagingListener(),,Constructor
n2506,@java+field#com.fsck.k9.activity.Accounts.ExportAsyncTask.mIncludeGlobals,mIncludeGlobals,Variable
n2507,@java+method#com.fsck.k9.K9RobolectricTestRunner.buildGlobalConfig(),buildGlobalConfig,Operation
n2508,@java+class#com.fsck.k9.mail.store.webdav.WebDavHttpClient,WebDavHttpClient,Structure
n2509,@java+method#com.fsck.k9.message.html.EthereumUriParserTest.uriInMiddleOfInput(),uriInMiddleOfInput,Operation
n251,"@java+method#com.fsck.k9.service.MailService.startService(com.fsck.k9.provider.Intent,int)",startService,Operation
n2510,@java+method#com.fsck.k9.activity.MessageReference.withModifiedUid(java.lang.String),withModifiedUid,Operation
n2511,@java+method#com.fsck.k9.EmailAddressValidator.isValidAddressOnly(java.lang.CharSequence),isValidAddressOnly,Operation
n2512,@java+constructor#com.fsck.k9.mail.store.imap.mockserver.MockImapServer.UpgradeToTls.UpgradeToTls(),,Constructor
n2513,@java+method#com.fsck.k9.message.extractors.TextPartFinderTest.findFirstTextPart_withTextHtmlPart(),findFirstTextPart_withTextHtmlPart,Operation
n2514,@java+class#com.fsck.k9.activity.compose.PgpEncryptDescriptionDialog,PgpEncryptDescriptionDialog,Structure
n2515,@java+field#com.fsck.k9.mail.store.imap.ImapList.BAD_DATE_TIME_FORMAT_2,BAD_DATE_TIME_FORMAT_2,Variable
n2516,"@java+method#com.fsck.k9.mail.transport.smtp.SmtpTransport.handleTemporaryFailure(java.lang.String,com.fsck.k9.mail.transport.smtp.NegativeSmtpReplyException)",handleTemporaryFailure,Operation
n2517,@java+method#com.fsck.k9.notification.NotificationController.getAccountName(com.fsck.k9.Account),getAccountName,Operation
n2518,@java+method#com.fsck.k9.mail.store.imap.ImapFolder.getUnreadMessageCount(),getUnreadMessageCount,Operation
n2519,@java+field#com.fsck.k9.mailstore.LocalMessage.rootId,rootId,Variable
n252,@java+method#com.fsck.k9.mail.filter.Base64.encode(byte[]),encode,Operation
n2520,@java+method#com.fsck.k9.ui.crypto.MessageCryptoHelper.callAsyncDecrypt(com.fsck.k9.provider.Intent),callAsyncDecrypt,Operation
n2521,"@java+method#com.fsck.k9.ui.messageview.AttachmentController.downloadAndSaveAttachmentTo(com.fsck.k9.mailstore.LocalPart,java.io.File).$anonymous1.run()",run,Operation
n2522,@java+class#com.fsck.k9.notification.AuthenticationErrorNotificationsTest,AuthenticationErrorNotificationsTest,Structure
n2523,@java+method#com.fsck.k9.mail.internet.MimeMessage.MimeMessageBuilder.epilogue(java.io.InputStream),epilogue,Operation
n2524,"@java+method#com.fsck.k9.controller.MemorizingMessagingListener.getMemoryKey(com.fsck.k9.Account,java.lang.String)",getMemoryKey,Operation
n2525,@java+field#com.fsck.k9.message.html.EthereumUriParser.ETHEREUM_URI_PATTERN,ETHEREUM_URI_PATTERN,Variable
n2526,@java+field#com.fsck.k9.activity.setup.AccountSettings.pushMode,pushMode,Variable
n2527,@java+field#com.fsck.k9.preferences.GlobalSettings.ThemeSetting.THEME_LIGHT,THEME_LIGHT,Variable
n2528,@java+field#com.fsck.k9.mail.internet.TextBody.composedMessageOffset,composedMessageOffset,Variable
n2529,@java+method#com.fsck.k9.mailstore.MigrationTest.getNewAccount(),getNewAccount,Operation
n253,@java+method#com.fsck.k9.mail.K9MailLib.setDebug(boolean),setDebug,Operation
n2530,"@java+method#com.fsck.k9.notification.CertificateErrorNotifications.clearCertificateErrorNotifications(com.fsck.k9.Account,boolean)",clearCertificateErrorNotifications,Operation
n2531,@java+field#com.fsck.k9.activity.setup.AccountSettings.PREFERENCE_LOCAL_STORAGE_PROVIDER,PREFERENCE_LOCAL_STORAGE_PROVIDER,Variable
n2532,@java+interface#com.fsck.k9.activity.compose.PgpSignOnlyDialog.OnOpenPgpSignOnlyChangeListener,OnOpenPgpSignOnlyChangeListener,Structure
n2533,@java+method#com.fsck.k9.view.FoldableLinearLayout.migrateChildrenToContainer(),migrateChildrenToContainer,Operation
n2534,@java+field#com.fsck.k9.activity.setup.FontSizeSettings.PREFERENCE_FOLDER_NAME_FONT,PREFERENCE_FOLDER_NAME_FONT,Variable
n2535,@java+method#com.fsck.k9.mail.store.imap.ImapFolderPusher.stop(),stop,Operation
n2536,"@java+constructor#com.fsck.k9.Throttle.Throttle(java.lang.String,java.lang.Runnable,com.fsck.k9.activity.compose.Handler,int,int,com.fsck.k9.Clock,java.util.Timer)",Throttle,Constructor
n2537,@java+field#com.fsck.k9.notification.NotificationDataTest.ACCOUNT_NUMBER,ACCOUNT_NUMBER,Variable
n2538,@java+constructor#com.fsck.k9.ui.messageview.MessageViewFragment.onSaveAttachmentToUserProvidedDirectory(com.fsck.k9.mailstore.AttachmentViewInfo).$anonymous1.(),,Constructor
n2539,@java+field#com.fsck.k9.mail.filter.Base64.MASK_8BITS,MASK_8BITS,Variable
n254,@java+method#com.fsck.k9.message.extractors.PreviewTextExtractor.extractPreview(com.fsck.k9.mail.Part),extractPreview,Operation
n2540,@java+method#com.fsck.k9.mail.Address_quoteAtoms.quote(java.lang.String),quote,Operation
n2541,@java+field#com.fsck.k9.mailstore.LocalFolder.DataLocation.IN_DATABASE,IN_DATABASE,Variable
n2542,@java+method#com.fsck.k9.activity.MessageReference.toString(),toString,Operation
n2543,"@java+constructor#com.fsck.k9.activity.setup.SliderPreference.SliderPreference(com.fsck.k9.controller.Context,com.fsck.k9.view.AttributeSet)",SliderPreference,Constructor
n2544,@java+method#com.fsck.k9.mailstore.LocalStore.addPendingCommand(com.fsck.k9.controller.MessagingControllerCommands.PendingCommand).$anonymous1.doDbWork(com.fsck.k9.mailstore.SQLiteDatabase),doDbWork,Operation
n2545,@java+method#com.fsck.k9.mail.store.imap.ImapResponseParserTest.testParseQuoted(),testParseQuoted,Operation
n2546,"@java+method#com.fsck.k9.mail.store.webdav.WebDavFolder.fetchMessages(java.util.List,com.fsck.k9.mail.MessageRetrievalListener,int)",fetchMessages,Operation
n2547,"@java+constructor#com.fsck.k9.activity.compose.RecipientLoader.RecipientLoader(com.fsck.k9.controller.Context,java.lang.String,java.lang.String)",RecipientLoader,Constructor
n2548,@java+method#com.fsck.k9.mail.internet.TextBody.setComposedMessageOffset(java.lang.Integer),setComposedMessageOffset,Operation
n2549,"@java+method#org.openintents.openpgp.util.OpenPgpAppPreference.onPrepareDialogBuilder(com.fsck.k9.notification.Builder).$anonymous2.onClick(com.fsck.k9.fragment.DialogInterface,int)",onClick,Operation
n255,@java+method#com.fsck.k9.mail.store.imap.SearchResponseTest.parse_withoutSearchResponse_shouldReturnEmptyList(),parse_withoutSearchResponse_shouldReturnEmptyList,Operation
n2550,@java+constructor#com.fsck.k9.preferences.GlobalSettings.SettingsUpgraderV24.SettingsUpgraderV24(),,Constructor
n2551,@java+field#com.fsck.k9.fragment.MessageListHandler.ACTION_PROGRESS,ACTION_PROGRESS,Variable
n2552,@java+method#com.fsck.k9.K9.startIntegratedInbox(),startIntegratedInbox,Operation
n2553,@java+method#com.fsck.k9.provider.MessageProvider.UnreadQueryHandler.getPath(),getPath,Operation
n2554,@java+method#com.fsck.k9.activity.MessageCompose.initFromIntent(com.fsck.k9.provider.Intent),initFromIntent,Operation
n2555,@java+method#com.fsck.k9.provider.MessageProvider.MonitoredCursor.moveToNext(),moveToNext,Operation
n2556,@java+method#com.fsck.k9.mail.store.pop3.Pop3Store.Pop3Folder.closeIO(),closeIO,Operation
n2557,@java+method#com.fsck.k9.mail.store.webdav.WebDavFolder.getUnreadMessageCount(),getUnreadMessageCount,Operation
n2558,@java+constructor#com.fsck.k9.mailstore.StoreSchemaDefinition.StoreSchemaDefinition(com.fsck.k9.mailstore.LocalStore),StoreSchemaDefinition,Constructor
n2559,@java+class#com.fsck.k9.message.MessageCreationHelper,MessageCreationHelper,Structure
n256,@java+method#com.fsck.k9.activity.compose.RecipientLoaderTest.setUp(),setUp,Operation
n2560,@java+method#com.fsck.k9.activity.FolderList.configureFolderSearchView(com.fsck.k9.fragment.Menu).$anonymous1.onQueryTextChange(java.lang.String),onQueryTextChange,Operation
n2561,@java+constructor#com.fsck.k9.activity.MessageLoaderHelper.$anonymous2.(),,Constructor
n2562,@java+field#com.fsck.k9.remotecontrol.K9RemoteControl.K9_REQUEST_ACCOUNTS,K9_REQUEST_ACCOUNTS,Variable
n2563,@java+method#com.fsck.k9.mail.internet.CharsetSupportTest.testFixupCharset(),testFixupCharset,Operation
n2564,@java+field#org.openintents.openpgp.util.OpenPgpUtils.PGP_MESSAGE,PGP_MESSAGE,Variable
n2565,@java+method#com.fsck.k9.notification.NewMailNotificationsTest.testRemoveNewMailNotificationWithCreateNotification(),testRemoveNewMailNotificationWithCreateNotification,Operation
n2566,@java+method#com.fsck.k9.helper.MergeCursor.getWantsAllOnMoveCalls(),getWantsAllOnMoveCalls,Operation
n2567,"@java+method#com.fsck.k9.notification.NotificationIds.getAuthenticationErrorNotificationId(com.fsck.k9.Account,boolean)",getAuthenticationErrorNotificationId,Operation
n2568,@java+field#com.fsck.k9.view.MessageTitleView.mHeader,mHeader,Variable
n2569,@java+method#com.fsck.k9.activity.MessageCompose.$anonymous1.onDownloadErrorNetworkError(),onDownloadErrorNetworkError,Operation
n257,@java+method#com.fsck.k9.controller.PendingCommandSerializerTest.testDeserialize__withUnknownCommandName__shouldFail(),testDeserialize__withUnknownCommandName__shouldFail,Operation
n2570,@java+field#com.fsck.k9.mailstore.MessageViewInfoExtractor.ViewableExtractedText.html,html,Variable
n2571,@java+method#com.fsck.k9.mail.internet.MimeMessageParseTest.setup(),setup,Operation
n2572,@java+field#com.fsck.k9.search.ConditionsTreeNode.mRight,mRight,Variable
n2573,@java+method#com.fsck.k9.activity.MessageCompose.updateFrom(),updateFrom,Operation
n2574,"@java+constructor#com.fsck.k9.mail.store.imap.ImapPusherTest.TestImapPusher.TestImapPusher(com.fsck.k9.mail.store.imap.ImapStore,com.fsck.k9.mail.PushReceiver)",TestImapPusher,Constructor
n2575,"@java+method#com.fsck.k9.ui.dialog.ApgDeprecationWarningDialog.ApgDeprecationWarningDialog(com.fsck.k9.controller.Context).$anonymous1.onClick(com.fsck.k9.fragment.DialogInterface,int)",onClick,Operation
n2576,@java+method#com.fsck.k9.notification.WearNotificationsTest.TestWearNotifications.createMessagingController(),createMessagingController,Operation
n2577,@java+field#com.fsck.k9.mail.store.imap.ImapStore.host,host,Variable
n2578,@java+constructor#org.openintents.openpgp.util.OpenPgpApi.checkPermissionPing(org.openintents.openpgp.util.OpenPgpApi.PermissionPingCallback).$anonymous1.(),,Constructor
n2579,@java+method#com.fsck.k9.mailstore.StorageManager.getAvailableProviders(),getAvailableProviders,Operation
n258,@java+field#com.fsck.k9.mail.internet.MessageIdGeneratorTest.messageIdGenerator,messageIdGenerator,Variable
n2580,@java+field#com.fsck.k9.preferences.SettingsImporter.ImportedServer.password,password,Variable
n2581,"@java+method#org.openintents.openpgp.util.OpenPgpAppPreference.addLegacyProvider(int,java.lang.String,java.lang.String,com.fsck.k9.ui.messageview.Drawable)",addLegacyProvider,Operation
n2582,@java+method#com.fsck.k9.message.extractors.AttachmentInfoExtractor.extractAttachmentInfoForView(java.util.List),extractAttachmentInfoForView,Operation
n2583,@java+method#com.fsck.k9.activity.setup.Prefs.themeNameToId(java.lang.String),themeNameToId,Operation
n2584,@java+field#com.fsck.k9.message.MessageBuilder.quotedTextMode,quotedTextMode,Variable
n2585,@java+method#com.fsck.k9.crypto.MessageCryptoStructureDetectorTest.findEncrypted__withMissingEncryptedBody__shouldReturnEmpty(),findEncrypted__withMissingEncryptedBody__shouldReturnEmpty,Operation
n2586,@java+method#com.fsck.k9.mail.transport.smtp.StatusCodeSubject.parse(java.lang.String),parse,Operation
n2587,"@java+method#com.fsck.k9.ui.crypto.MessageCryptoHelper.propagateEncapsulatedSignedPart(com.fsck.k9.mailstore.CryptoResultAnnotation,com.fsck.k9.mail.Part)",propagateEncapsulatedSignedPart,Operation
n2588,@java+field#com.fsck.k9.mail.XOAuth2ChallengeParserTest.INVALID_RESPONSE,INVALID_RESPONSE,Variable
n2589,@java+field#com.fsck.k9.mail.BodyPart.serverExtra,serverExtra,Variable
n259,@java+field#com.fsck.k9.ui.messageview.MessageViewFragment.messageLoaderHelper,messageLoaderHelper,Variable
n2590,@java+method#com.fsck.k9.ui.crypto.MessageCryptoHelper.getDecryptVerifyIntent(),getDecryptVerifyIntent,Operation
n2591,@java+method#com.fsck.k9.Throttle.MyTimerTask.run(),run,Operation
n2592,@java+method#com.fsck.k9.activity.compose.IdentityAdapter.getCount(),getCount,Operation
n2593,@java+field#org.openintents.openpgp.OpenPgpDecryptionResult.RESULT_ENCRYPTED,RESULT_ENCRYPTED,Variable
n2594,@java+method#com.fsck.k9.notification.CertificateErrorNotificationsTest.createFakeNotificationBuilder(),createFakeNotificationBuilder,Operation
n2595,@java+field#com.fsck.k9.controller.MessagingController.memorizingMessagingListener,memorizingMessagingListener,Variable
n2596,@java+method#com.fsck.k9.mailstore.MigrationTest.migrateTextHtml(),migrateTextHtml,Operation
n2597,@java+field#com.fsck.k9.preferences.SettingsImporter.ImportedAccount.settings,settings,Variable
n2598,@java+method#com.fsck.k9.message.extractors.PreviewTextExtractorTest.extractPreview_shouldStripHorizontalRules(),extractPreview_shouldStripHorizontalRules,Operation
n2599,@java+method#com.fsck.k9.mail.store.imap.ImapStore.isPushCapable(),isPushCapable,Operation
n26,"@java+constructor#com.fsck.k9.mailstore.LocalFolder.setFlags(java.util.List,java.util.Set,boolean).$anonymous1.()",,Constructor
n260,"@java+method#com.fsck.k9.mail.Folder.areMoreMessagesAvailable(int,java.util.Date)",areMoreMessagesAvailable,Operation
n2600,"@java+method#com.fsck.k9.mail.store.imap.ImapFolder.setFlags(java.util.Set,boolean)",setFlags,Operation
n2601,@java+method#com.fsck.k9.preferences.SettingsImporter.parseIdentity(com.fsck.k9.preferences.XmlPullParser),parseIdentity,Operation
n2602,@java+method#com.fsck.k9.activity.setup.FontSizeSettings.onBackPressed(),onBackPressed,Operation
n2603,@java+method#com.fsck.k9.mail.store.imap.ImapFolderTest.copyMessages_withEmptyMessageList_shouldReturnNull(),copyMessages_withEmptyMessageList_shouldReturnNull,Operation
n2604,@java+field#com.fsck.k9.activity.loader.AttachmentContentLoader.sourceAttachment,sourceAttachment,Variable
n2605,"@java+method#com.fsck.k9.controller.MessagingController.checkMail(com.fsck.k9.controller.Context,com.fsck.k9.Account,boolean,boolean,com.fsck.k9.controller.MessagingListener).$anonymous1.run().$anonymous1.run()",run,Operation
n2606,"@java+method#com.fsck.k9.view.ViewSwitcher.setupAnimations(com.fsck.k9.view.Animation,com.fsck.k9.view.Animation)",setupAnimations,Operation
n2607,"@java+method#com.fsck.k9.controller.MessagingController.debugClearMessagesLocally(java.util.List).$anonymous1.act(com.fsck.k9.Account,com.fsck.k9.mailstore.LocalFolder,java.util.List)",act,Operation
n2608,@java+constructor#com.fsck.k9.view.MessageHeader.SavedState.SavedState(com.fsck.k9.search.Parcel),SavedState,Constructor
n2609,"@java+method#com.fsck.k9.mailstore.migrations.MigrationTo51.renameOldAttachmentDirAndCreateNew(com.fsck.k9.Account,java.io.File)",renameOldAttachmentDirAndCreateNew,Operation
n261,@java+method#com.fsck.k9.activity.compose.PgpInlineDialog.onCreateDialog(com.fsck.k9.fragment.Bundle),onCreateDialog,Operation
n2610,@java+method#com.fsck.k9.message.PgpMessageBuilderTest.buildSignWithAttach__withInlineEnabled__shouldThrow(),buildSignWithAttach__withInlineEnabled__shouldThrow,Operation
n2611,@java+field#com.fsck.k9.activity.setup.Prefs.PREFERENCE_COMPOSER_THEME,PREFERENCE_COMPOSER_THEME,Variable
n2612,@java+method#com.fsck.k9.mail.store.imap.NamespaceResponseTest.parse_withoutNamespaceResponse_shouldReturnNull(),parse_withoutNamespaceResponse_shouldReturnNull,Operation
n2613,@java+method#com.fsck.k9.view.HighlightDialogFragment.onStart(),onStart,Operation
n2614,@java+method#com.fsck.k9.mailstore.StoreSchemaDefinitionTest.setUp(),setUp,Operation
n2615,@java+field#com.fsck.k9.notification.NotificationContentCreatorTest.message,message,Variable
n2616,@java+field#com.fsck.k9.view.MessageTitleView.ELLIPSIS,ELLIPSIS,Variable
n2617,@java+field#com.fsck.k9.activity.setup.AccountSetupBasics.Provider.label,label,Variable
n2618,@java+method#com.fsck.k9.controller.MessagingControllerTest.respondToFetchEnvelopesWithMessage(com.fsck.k9.mail.Message),respondToFetchEnvelopesWithMessage,Operation
n2619,@java+method#com.fsck.k9.activity.NotificationDeleteConfirmation.createDeleteConfirmationDialog(int).$anonymous2.run(),run,Operation
n262,@java+method#com.fsck.k9.message.html.UriLinkifierTest.uriPrecededBySpace(),uriPrecededBySpace,Operation
n2620,"@java+method#com.fsck.k9.view.RecipientSelectView.performFiltering(java.lang.CharSequence,int,int,int)",performFiltering,Operation
n2621,@java+field#com.fsck.k9.message.MessageBuilderTest.MESSAGE_CONTENT,MESSAGE_CONTENT,Variable
n2622,@java+field#com.fsck.k9.controller.PendingCommandSerializerTest.UID,UID,Variable
n2623,"@java+method#com.fsck.k9.search.SqlQueryBuilder.buildWhereClause(com.fsck.k9.Account,com.fsck.k9.search.ConditionsTreeNode,java.lang.StringBuilder,java.util.List)",buildWhereClause,Operation
n2624,@java+method#com.fsck.k9.mail.ssl.DefaultTrustedSocketFactory.hasWeakSslImplementation(),hasWeakSslImplementation,Operation
n2625,@java+method#com.fsck.k9.mailstore.migrations.MigrationTo60Test.migrateEmptyTrash(),migrateEmptyTrash,Operation
n2626,@java+field#com.fsck.k9.mail.store.webdav.WebDavFolderTest.entityCaptor,entityCaptor,Variable
n2627,@java+method#com.fsck.k9.mail.store.imap.mockserver.MockImapServer.expect(java.lang.String),expect,Operation
n2628,@java+method#com.fsck.k9.mail.store.imap.ImapResponseParserTest.testParseLiteralWithEmptyString(),testParseLiteralWithEmptyString,Operation
n2629,@java+method#com.fsck.k9.activity.setup.AccountSetupAccountType.failure(java.lang.Exception),failure,Operation
n263,@java+method#com.fsck.k9.helper.ParcelableUtil.marshall(com.fsck.k9.fragment.Parcelable),marshall,Operation
n2630,"@java+constructor#com.fsck.k9.view.MessageHeader.HeaderEntry.HeaderEntry(java.lang.String,java.lang.String)",HeaderEntry,Constructor
n2631,"@java+method#com.fsck.k9.message.IdentityHeaderBuilder.appendValue(com.fsck.k9.message.IdentityField,java.lang.Enum)",appendValue,Operation
n2632,@java+field#com.fsck.k9.service.SleepService.SleepDatum.reacquireLatch,reacquireLatch,Variable
n2633,@java+field#com.fsck.k9.FontSizes.MEDIUM,MEDIUM,Variable
n2634,@java+field#com.fsck.k9.activity.K9Activity.mBase,mBase,Variable
n2635,@java+method#com.fsck.k9.Identity.getSignature(),getSignature,Operation
n2636,@java+method#com.fsck.k9.activity.FolderList.FolderListHandler.workingAccount(int),workingAccount,Operation
n2637,@java+field#com.fsck.k9.Throttle.currentTimeout,currentTimeout,Variable
n2638,@java+field#com.fsck.k9.message.AutocryptStatusInteractor.INSTANCE,INSTANCE,Variable
n2639,"@java+method#com.fsck.k9.activity.FolderList.FolderListAdapter.$anonymous1.messageDeleted(com.fsck.k9.Account,java.lang.String,com.fsck.k9.mail.Message)",messageDeleted,Operation
n264,@java+field#com.fsck.k9.mailstore.LocalStore.MSG_INDEX_FLAG_FLAGGED,MSG_INDEX_FLAG_FLAGGED,Variable
n2640,@java+field#com.fsck.k9.provider.MessageProvider.MessageColumns.ACCOUNT_NUMBER,ACCOUNT_NUMBER,Variable
n2641,@java+field#org.openintents.openpgp.OpenPgpSignatureResult.RESULT_VALID_KEY_CONFIRMED,RESULT_VALID_KEY_CONFIRMED,Variable
n2642,@java+method#com.fsck.k9.mail.store.imap.ImapStore.releaseConnection(com.fsck.k9.mail.store.imap.ImapConnection),releaseConnection,Operation
n2643,@java+field#com.fsck.k9.mail.power.TracingPowerManager.TracingWakeLock.timeout,timeout,Variable
n2644,@java+method#com.fsck.k9.mail.transport.smtp.SmtpTransportTest.sendMessage_withoutAddressToSendTo_shouldNotOpenConnection(),sendMessage_withoutAddressToSendTo_shouldNotOpenConnection,Operation
n2645,@java+field#com.fsck.k9.provider.EmailProvider.ThreadColumns.MESSAGE_ID,MESSAGE_ID,Variable
n2646,@java+field#com.fsck.k9.mail.store.imap.ImapFolder.canCreateKeywords,canCreateKeywords,Variable
n2647,@java+method#com.fsck.k9.mail.transport.smtp.SmtpTransport.attemptXoauth2(java.lang.String),attemptXoauth2,Operation
n2648,@java+field#com.fsck.k9.activity.setup.AccountSettings.accountVibratePattern,accountVibratePattern,Variable
n2649,@java+method#com.fsck.k9.mail.store.imap.CopyUidResponseTest.parse_withoutResponseTextList_shouldReturnNull(),parse_withoutResponseTextList_shouldReturnNull,Operation
n265,@java+field#com.fsck.k9.preferences.Storage.workingDB,workingDB,Variable
n2650,@java+field#com.fsck.k9.cache.EmailProviderCacheCursor.mCache,mCache,Variable
n2651,@java+method#com.fsck.k9.notification.WearNotificationsTest.ActionMatcher.matches(java.lang.Object),matches,Operation
n2652,@java+constructor#java.util.HashMap.HashMap(int),,Constructor
n2653,@java+method#com.fsck.k9.mail.store.imap.SelectOrExamineResponse.parse(com.fsck.k9.mail.store.imap.ImapResponse),parse,Operation
n2654,@java+method#com.fsck.k9.mail.internet.MimeMessage.setBody(com.fsck.k9.mail.Body),setBody,Operation
n2655,@java+field#org.openintents.openpgp.util.OpenPgpUtils.PGP_SIGNED_MESSAGE,PGP_SIGNED_MESSAGE,Variable
n2656,@java+field#com.fsck.k9.fragment.MLFProjectionInfo.ACCOUNT_UUID_COLUMN,ACCOUNT_UUID_COLUMN,Variable
n2657,@java+method#com.fsck.k9.message.html.UriLinkifierTest.uriPrecededByOpeningParenthesis(),uriPrecededByOpeningParenthesis,Operation
n2658,@java+method#com.fsck.k9.ui.messageview.MessageContainerView.clearDisplayedContent(),clearDisplayedContent,Operation
n2659,@java+class#com.fsck.k9.mail.filter.LineWrapOutputStream,LineWrapOutputStream,Structure
n266,@java+class#com.fsck.k9.mail.store.webdav.WebDavFolder,WebDavFolder,Structure
n2660,@java+field#com.fsck.k9.ui.messageview.MessageViewFragment.ACTIVITY_CHOOSE_FOLDER_COPY,ACTIVITY_CHOOSE_FOLDER_COPY,Variable
n2661,@java+method#com.fsck.k9.message.extractors.EncryptionDetector.isPgpMimeOrSMimeEncrypted(com.fsck.k9.mail.Message),isPgpMimeOrSMimeEncrypted,Operation
n2662,@java+method#com.fsck.k9.mail.internet.ListHeadersTest.getListPostAddresses_withoutMailtoUriInBrackets_shouldReturnEmptyList(),getListPostAddresses_withoutMailtoUriInBrackets_shouldReturnEmptyList,Operation
n2663,"@java+method#com.fsck.k9.activity.Accounts.onAbout().$anonymous2.onClick(com.fsck.k9.fragment.DialogInterface,int)",onClick,Operation
n2664,@java+class#com.fsck.k9.mail.store.pop3.Pop3Store.Pop3Message,Pop3Message,Structure
n2665,@java+field#com.fsck.k9.mail.internet.MimeBodyPart.mBody,mBody,Variable
n2666,@java+constructor#com.fsck.k9.mail.store.webdav.HttpGeneric.HttpGeneric(),HttpGeneric,Constructor
n2667,@java+method#com.fsck.k9.helper.Contacts.markAsContacted(com.fsck.k9.mail.Address[]),markAsContacted,Operation
n2668,@java+field#com.fsck.k9.K9.logFile,logFile,Variable
n2669,@java+method#com.fsck.k9.mailstore.migrations.MigrationTo40.addMimeTypeColumn(com.fsck.k9.mailstore.SQLiteDatabase),addMimeTypeColumn,Operation
n267,@java+field#org.openintents.openpgp.util.OpenPgpApi.EXTRA_MINIMIZE,EXTRA_MINIMIZE,Variable
n2670,@java+constructor#java.util.concurrent.locks.ReentrantReadWriteLock.ReentrantReadWriteLock(boolean),,Constructor
