id,fullName,name,type
n1479,@java+method#com.fsck.k9.activity.compose.RecipientPresenter.getToAddresses(),getToAddresses,Operation
n148,@java+class#org.openintents.openpgp.OpenPgpMetadata,OpenPgpMetadata,Structure
n1480,@java+field#com.fsck.k9.view.LinearViewAnimator.downInAnimation,downInAnimation,Variable
n1481,@java+method#com.fsck.k9.mail.transport.WebDavTransport.sendMessage(com.fsck.k9.mail.Message),sendMessage,Operation
n1482,"@java+method#com.fsck.k9.ui.crypto.MessageCryptoCallback.onCryptoHelperProgress(int,int)",onCryptoHelperProgress,Operation
n1483,@java+method#com.fsck.k9.message.extractors.TextPartFinderTest.findFirstTextPart_withMultipartMixedContainingEmptyTextHtmlPart(),findFirstTextPart_withMultipartMixedContainingEmptyTextHtmlPart,Operation
n1484,@java+method#com.fsck.k9.preferences.SettingsImporterTest.importSettings_throwsExceptionOnBlankFile(),importSettings_throwsExceptionOnBlankFile,Operation
n1485,@java+method#com.fsck.k9.mailstore.migrations.MigrationTo51.MimeStructureState.nextMultipartChild(long),nextMultipartChild,Operation
n1486,@java+method#com.fsck.k9.mail.store.imap.ImapListTest.containsKey_returnsFalseForStringNotInList(),containsKey_returnsFalseForStringNotInList,Operation
n1487,@java+field#com.fsck.k9.mailstore.ReconstructMessageFromDatabaseTest.account,account,Variable
n1488,@java+field#com.fsck.k9.view.RecipientSelectView.loaderManager,loaderManager,Variable
n1489,"@java+method#com.fsck.k9.mail.store.imap.ImapResponseCallback.foundLiteral(com.fsck.k9.mail.store.imap.ImapResponse,com.fsck.k9.mail.filter.FixedLengthInputStream)",foundLiteral,Operation
n149,@java+field#com.fsck.k9.activity.FolderInfoHolder.displayName,displayName,Variable
n1490,@java+class#com.fsck.k9.provider.MessageProvider.SubjectExtractor,SubjectExtractor,Structure
n1491,@java+method#com.fsck.k9.mail.power.TracingPowerManager.TracingWakeLock.acquire(),acquire,Operation
n1492,@java+method#com.fsck.k9.mail.internet.MimeUtility.getExtensionByMimeType(java.lang.String),getExtensionByMimeType,Operation
n1493,"@java+method#com.fsck.k9.preferences.SettingsImporter.importIdentities(com.fsck.k9.preferences.StorageEditor,int,java.lang.String,com.fsck.k9.preferences.SettingsImporter.ImportedAccount,boolean,com.fsck.k9.Account,com.fsck.k9.Preferences)",importIdentities,Operation
n1494,@java+method#com.fsck.k9.mail.filter.EOLConvertingOutputStream.writeByte(int),writeByte,Operation
n1495,@java+field#com.fsck.k9.provider.MessageProvider.IncrementExtractor.count,count,Variable
n1496,@java+field#com.fsck.k9.K9.mMessageListCheckboxes,mMessageListCheckboxes,Variable
n1497,@java+field#com.fsck.k9.autocrypt.AutocryptHeader.AUTOCRYPT_PARAM_TYPE,AUTOCRYPT_PARAM_TYPE,Variable
n1498,"@java+method#com.fsck.k9.mail.store.imap.FetchBodyCallback.foundLiteral(com.fsck.k9.mail.store.imap.ImapResponse,com.fsck.k9.mail.filter.FixedLengthInputStream)",foundLiteral,Operation
n1499,@java+method#com.fsck.k9.mail.store.imap.ImapPusherTest.refresh_shouldCallRefreshOnStartedImapFolderPusher(),refresh_shouldCallRefreshOnStartedImapFolderPusher,Operation
n15,@java+field#com.fsck.k9.message.AutocryptStatusInteractor.RecipientAutocryptStatusType.canEncrypt,canEncrypt,Variable
n150,@java+field#com.fsck.k9.helper.MailTo.ccAddresses,ccAddresses,Variable
n1500,@java+method#com.fsck.k9.activity.setup.AccountSetupIncoming.initializeViewListeners().$anonymous2.onNothingSelected(com.fsck.k9.fragment.AdapterView),onNothingSelected,Operation
n1501,@java+method#com.fsck.k9.mail.store.imap.ImapFolder.handlePossibleUidNext(com.fsck.k9.mail.store.imap.ImapResponse),handlePossibleUidNext,Operation
n1502,@java+field#com.fsck.k9.activity.setup.Prefs.PREFERENCE_QUIET_TIME_ENDS,PREFERENCE_QUIET_TIME_ENDS,Variable
n1503,@java+field#com.fsck.k9.Account.replyAfterQuote,replyAfterQuote,Variable
n1504,@java+field#com.fsck.k9.mail.store.imap.ImapStoreTest.imapStore,imapStore,Variable
n1505,@java+field#com.fsck.k9.activity.MessageCompose.account,account,Variable
n1506,@java+field#com.fsck.k9.ui.messageview.MessageTopView.isShowingProgress,isShowingProgress,Variable
n1507,"@java+method#com.fsck.k9.helper.FileHelperTest.checkSanitization(java.lang.String,java.lang.String)",checkSanitization,Operation
n1508,@java+constructor#java.text.SimpleDateFormat.SimpleDateFormat(java.lang.String),,Constructor
n1509,@java+constructor#com.fsck.k9.preferences.GlobalSettings.SettingsUpgraderV12.SettingsUpgraderV12(),,Constructor
n151,@java+method#com.fsck.k9.ui.messageview.MessageTopView.additionalHeadersVisible(),additionalHeadersVisible,Operation
n1510,"@java+method#com.fsck.k9.activity.MessageLoaderHelper.onActivityResult(int,int,com.fsck.k9.provider.Intent)",onActivityResult,Operation
n1511,@java+method#com.fsck.k9.mail.Message.getFlags(),getFlags,Operation
n1512,@java+method#com.fsck.k9.view.CryptoModeSelector.setCryptoStatusListener(com.fsck.k9.view.CryptoModeSelector.CryptoStatusSelectedListener),setCryptoStatusListener,Operation
n1513,@java+field#com.fsck.k9.autocrypt.AutocryptHeader.AUTOCRYPT_TYPE_1,AUTOCRYPT_TYPE_1,Variable
n1514,@java+field#com.fsck.k9.mail.store.imap.ImapConnection.settings,settings,Variable
n1515,@java+method#com.fsck.k9.helper.MergeCursor.respond(com.fsck.k9.fragment.Bundle),respond,Operation
n1516,@java+method#com.fsck.k9.message.PgpMessageBuilder.setCryptoStatus(com.fsck.k9.activity.compose.ComposeCryptoStatus),setCryptoStatus,Operation
n1517,@java+method#com.fsck.k9.mail.Multipart.getBodyPart(int),getBodyPart,Operation
n1518,@java+method#com.fsck.k9.notification.SendFailedNotificationsTest.createFakeNotificationManager(),createFakeNotificationManager,Operation
n1519,"@java+method#com.fsck.k9.controller.MemorizingMessagingListener.synchronizeMailboxFailed(com.fsck.k9.Account,java.lang.String,java.lang.String)",synchronizeMailboxFailed,Operation
n152,@java+field#com.fsck.k9.provider.EmailProvider.THREADS_TABLE,THREADS_TABLE,Variable
n1520,@java+field#com.fsck.k9.activity.misc.Attachment.size,size,Variable
n1521,@java+method#com.fsck.k9.notification.NotificationActionCreator.getFolderNameOfAllMessages(java.util.List),getFolderNameOfAllMessages,Operation
n1522,@java+field#com.fsck.k9.fragment.MessageListFragment.ActionModeCallback.mMarkAsRead,mMarkAsRead,Variable
n1523,@java+method#com.fsck.k9.activity.compose.RecipientMvpView.setCryptoProvider(java.lang.String),setCryptoProvider,Operation
n1524,@java+method#com.fsck.k9.mail.store.imap.ListResponse.getAttributes(),getAttributes,Operation
n1525,@java+field#com.fsck.k9.view.RecipientSelectView.MINIMUM_LENGTH_FOR_FILTERING,MINIMUM_LENGTH_FOR_FILTERING,Variable
n1526,@java+field#com.fsck.k9.mail.internet.MimeHeader.Field.raw,raw,Variable
n1527,@java+method#com.fsck.k9.mail.store.pop3.Pop3StoreTest.open_withFailedAuth_shouldThrow(),open_withFailedAuth_shouldThrow,Operation
n1528,@java+method#com.fsck.k9.activity.misc.ContactPictureLoader.FallbackGlideBitmapDecoder.getId(),getId,Operation
n1529,"@java+constructor#com.fsck.k9.activity.Accounts.AccountsImportedDialog.AccountsImportedDialog(com.fsck.k9.preferences.SettingsImporter.ImportResults,java.lang.String)",AccountsImportedDialog,Constructor
n153,@java+field#com.fsck.k9.remotecontrol.K9RemoteControl.K9_FOLDERS_FIRST_CLASS,K9_FOLDERS_FIRST_CLASS,Variable
n1530,@java+method#com.fsck.k9.search.ConditionsTreeNode.describeContents(),describeContents,Operation
n1531,@java+method#com.fsck.k9.mailstore.StorageManager.lockProvider(java.lang.String),lockProvider,Operation
n1532,@java+method#com.fsck.k9.mail.store.imap.ImapResponse.toString(),toString,Operation
n1533,@java+field#com.fsck.k9.activity.setup.AccountSettings.PREFERENCE_MESSAGE_READ_RECEIPT,PREFERENCE_MESSAGE_READ_RECEIPT,Variable
n1534,@java+method#com.fsck.k9.activity.ChooseIdentity.onCreate(com.fsck.k9.fragment.Bundle),onCreate,Operation
n1535,@java+class#com.fsck.k9.search.SqlQueryBuilder,SqlQueryBuilder,Structure
n1536,@java+field#com.fsck.k9.activity.NotificationDeleteConfirmation.account,account,Variable
n1537,@java+method#com.fsck.k9.controller.MessagingControllerTest.searchRemoteMessagesSynchronous_shouldNotFetchExistingMessages(),searchRemoteMessagesSynchronous_shouldNotFetchExistingMessages,Operation
n1538,"@java+method#com.fsck.k9.fragment.MessageListFragment.getFolderInfoHolder(java.lang.String,com.fsck.k9.Account)",getFolderInfoHolder,Operation
n1539,@java+method#com.fsck.k9.mailstore.LocalFolder.destroyMessages(java.util.List),destroyMessages,Operation
n154,@java+method#com.fsck.k9.notification.WearNotificationsTest.testBuildStackedNotification(),testBuildStackedNotification,Operation
n1540,@java+class#com.fsck.k9.mail.internet.Viewable.MessageHeader,MessageHeader,Structure
n1541,@java+method#com.fsck.k9.mail.K9MailLib.DefaultDebugStatus.setSensitive(boolean),setSensitive,Operation
n1542,@java+interface#com.fsck.k9.mail.Part,Part,Structure
n1543,@java+method#com.fsck.k9.activity.ActivityListenerTest.getOperation__whenSynchronizeMailboxHeadersFinished(),getOperation__whenSynchronizeMailboxHeadersFinished,Operation
n1544,@java+method#com.fsck.k9.controller.MessagingController.getListeners(com.fsck.k9.controller.MessagingListener),getListeners,Operation
n1545,@java+method#com.fsck.k9.mail.internet.MimeUtility.decodeBody(com.fsck.k9.mail.Body),decodeBody,Operation
n1546,@java+method#com.fsck.k9.mail.message.MessageHeaderParser.MessageHeaderParserContentHandler.endMessage(),endMessage,Operation
n1547,"@java+method#com.fsck.k9.activity.ChooseFolder.onCreate(com.fsck.k9.fragment.Bundle).$anonymous2.onItemClick(com.fsck.k9.fragment.AdapterView,com.fsck.k9.fragment.View,int,long)",onItemClick,Operation
n1548,@java+field#com.fsck.k9.activity.compose.RecipientLoaderTest.CONTACT_ADDRESS_2,CONTACT_ADDRESS_2,Variable
n1549,@java+method#com.fsck.k9.activity.setup.AccountSetupBasics.onManualSetup(),onManualSetup,Operation
n155,@java+field#com.fsck.k9.view.MessageCryptoStatusView.iconCombinedFirst,iconCombinedFirst,Variable
n1550,@java+field#com.fsck.k9.notification.NotificationController.syncNotifications,syncNotifications,Variable
n1551,@java+class#com.fsck.k9.message.MessageBuilder,MessageBuilder,Structure
n1552,@java+method#com.fsck.k9.mail.helpers.TestMessage.hasAttachments(),hasAttachments,Operation
n1553,"@java+method#com.fsck.k9.ui.crypto.MessageCryptoAnnotations.put(com.fsck.k9.mail.Part,com.fsck.k9.mailstore.CryptoResultAnnotation)",put,Operation
n1554,@java+field#com.fsck.k9.mailstore.DeferredFileBody.file,file,Variable
n1555,@java+method#com.fsck.k9.controller.UidReverseComparatorTest.compare_withTwoMessagesWithInvalidUid_shouldReturnZero(),compare_withTwoMessagesWithInvalidUid_shouldReturnZero,Operation
n1556,@java+constructor#com.fsck.k9.controller.ProgressBodyFactory.ProgressBodyFactory(com.fsck.k9.controller.ProgressBodyFactory.ProgressListener),ProgressBodyFactory,Constructor
n1557,@java+field#com.fsck.k9.activity.loader.AttachmentContentLoader.FILENAME_PREFIX,FILENAME_PREFIX,Variable
n1558,"@java+method#com.fsck.k9.mail.internet.MessageExtractor.findTextPart(com.fsck.k9.mail.Multipart,boolean)",findTextPart,Operation
n1559,@java+method#com.fsck.k9.message.signature.TextSignatureRemoverTest.shouldStripSignature(),shouldStripSignature,Operation
n156,@java+method#com.fsck.k9.search.SearchAccount.getRelatedSearch(),getRelatedSearch,Operation
n1560,@java+method#com.fsck.k9.K9.getK9MessageViewThemeSetting(),getK9MessageViewThemeSetting,Operation
n1561,"@java+method#com.fsck.k9.controller.MessagingControllerCommands.PendingSetFlag.create(java.lang.String,boolean,com.fsck.k9.mail.Flag,java.util.List)",create,Operation
n1562,@java+method#com.fsck.k9.preferences.IdentitySettings.SignatureSetting.fromString(java.lang.String),fromString,Operation
n1563,"@java+method#com.fsck.k9.mailstore.LocalStore.getFoldersAndUids(java.util.List,boolean).$anonymous1.doDbWork(com.fsck.k9.mailstore.SQLiteDatabase,java.lang.String,java.lang.String[])",doDbWork,Operation
n1564,@java+field#com.fsck.k9.activity.setup.AccountSettings.messageReadReceipt,messageReadReceipt,Variable
n1565,@java+method#com.fsck.k9.activity.setup.Prefs.onCreate(com.fsck.k9.fragment.Bundle).$anonymous6.$anonymous1.onPathEntered(java.lang.String),onPathEntered,Operation
n1566,@java+constructor#com.fsck.k9.controller.PendingCommandSerializer.PendingCommandSerializer(),PendingCommandSerializer,Constructor
n1567,@java+field#com.fsck.k9.activity.setup.FontSizeSettings.mMessageComposeInput,mMessageComposeInput,Variable
n1568,@java+method#com.fsck.k9.fragment.MessageListFragment.MessageListFragmentListener.setMessageListProgress(int),setMessageListProgress,Operation
n1569,@java+field#com.fsck.k9.view.ClientCertificateSpinner.mListener,mListener,Variable
n157,@java+field#com.fsck.k9.K9.REMOTE_UID_PREFIX,REMOTE_UID_PREFIX,Variable
n1570,"@java+method#com.fsck.k9.view.K9WebViewClient.LollipopWebViewClient.shouldInterceptRequest(com.fsck.k9.ui.messageview.WebView,com.fsck.k9.view.WebResourceRequest)",shouldInterceptRequest,Operation
n1571,"@java+method#com.fsck.k9.mailstore.StoreSchemaDefinitionTest.objectsInDatabase(com.fsck.k9.mailstore.SQLiteDatabase,java.lang.String)",objectsInDatabase,Operation
n1572,@java+method#com.fsck.k9.mail.store.imap.ImapConnection.authCramMD5(),authCramMD5,Operation
n1573,@java+method#com.fsck.k9.K9.save(com.fsck.k9.preferences.StorageEditor),save,Operation
n1574,@java+field#com.fsck.k9.activity.FolderList.EXTRA_FROM_SHORTCUT,EXTRA_FROM_SHORTCUT,Variable
n1575,@java+class#com.fsck.k9.fragment.ConfirmationDialogFragment,ConfirmationDialogFragment,Structure
n1576,"@java+method#com.fsck.k9.activity.FolderList.FolderListAdapter.getItemView(int,com.fsck.k9.fragment.View,com.fsck.k9.fragment.ViewGroup).$anonymous1.onClick(com.fsck.k9.fragment.View)",onClick,Operation
n1577,@java+class#com.fsck.k9.mail.filter.Base64.DecoderException,DecoderException,Structure
n1578,@java+field#com.fsck.k9.mailstore.migrations.MigrationTo57.CHILD_PART_CONTAINS_DATA,CHILD_PART_CONTAINS_DATA,Variable
n1579,@java+field#com.fsck.k9.message.signature.HtmlSignatureRemover.StripSignatureFilter.brElementPrecedingDashes,brElementPrecedingDashes,Variable
n158,@java+method#com.fsck.k9.Account.setMaximumPolledMessageAge(int),setMaximumPolledMessageAge,Operation
n1580,@java+method#com.fsck.k9.mail.Address.getAddress(),getAddress,Operation
n1581,@java+method#com.fsck.k9.activity.misc.Attachment.deriveWithLoadComplete(java.lang.String),deriveWithLoadComplete,Operation
n1582,@java+method#com.fsck.k9.mailstore.migrations.MigrationTo59.addMessageUidIndex(com.fsck.k9.mailstore.SQLiteDatabase),addMessageUidIndex,Operation
n1583,"@java+method#com.fsck.k9.K9.setSortAscending(com.fsck.k9.Account.SortType,boolean)",setSortAscending,Operation
n1584,"@java+method#com.fsck.k9.mailstore.StorageManager.FixedStorageProviderBase.getAttachmentDirectory(com.fsck.k9.controller.Context,java.lang.String)",getAttachmentDirectory,Operation
n1585,@java+field#com.fsck.k9.provider.MessageProvider.CountExtractor.count,count,Variable
n1586,"@java+method#com.fsck.k9.remotecontrol.K9RemoteControl.fetchAccounts(com.fsck.k9.controller.Context,com.fsck.k9.remotecontrol.K9AccountReceptor)",fetchAccounts,Operation
n1587,@java+constructor#com.fsck.k9.message.html.HttpUriParser.HttpUriParser(),,Constructor
n1588,"@java+method#com.fsck.k9.preferences.SettingsImporter.importAccount(com.fsck.k9.controller.Context,com.fsck.k9.preferences.StorageEditor,int,com.fsck.k9.preferences.SettingsImporter.ImportedAccount,boolean)",importAccount,Operation
n1589,@java+method#com.fsck.k9.mail.store.imap.ImapConnection.readContinuationResponse(java.lang.String),readContinuationResponse,Operation
n159,@java+field#com.fsck.k9.search.LocalSearch.mManualSearch,mManualSearch,Variable
n1590,@java+method#com.fsck.k9.activity.compose.AttachmentPresenter.attachmentProgressDialogCancelled(),attachmentProgressDialogCancelled,Operation
n1591,@java+field#com.fsck.k9.message.html.HtmlConverterTest.WRITE_TO_FILE,WRITE_TO_FILE,Variable
n1592,@java+method#com.fsck.k9.notification.BaseNotificationsTest.setUp(),setUp,Operation
n1593,@java+method#com.fsck.k9.activity.compose.RecipientMvpView.showOpenPgpInlineDialog(boolean),showOpenPgpInlineDialog,Operation
n1594,@java+method#com.fsck.k9.mail.internet.MimeBodyPart.getMimeType(),getMimeType,Operation
n1595,"@java+method#com.fsck.k9.service.BootReceiver.buildPendingIntent(com.fsck.k9.controller.Context,com.fsck.k9.provider.Intent)",buildPendingIntent,Operation
n1596,@java+method#com.fsck.k9.activity.AlternateRecipientAdapter.setCurrentRecipient(com.fsck.k9.view.RecipientSelectView.Recipient),setCurrentRecipient,Operation
n1597,@java+method#com.fsck.k9.mail.Folder.getFlaggedMessageCount(),getFlaggedMessageCount,Operation
n1598,@java+method#com.fsck.k9.activity.compose.PgpEnabledErrorDialog.OnOpenPgpDisableListener.onOpenPgpClickDisable(),onOpenPgpClickDisable,Operation
n1599,@java+method#com.fsck.k9.activity.Accounts.onExport(com.fsck.k9.provider.Intent),onExport,Operation
n16,@java+field#com.fsck.k9.activity.Accounts.ImportAsyncTask.mUri,mUri,Variable
n160,@java+method#com.fsck.k9.Account.setSignature(java.lang.String),setSignature,Operation
n1600,@java+class#com.fsck.k9.provider.MessageProvider,MessageProvider,Structure
n1601,@java+method#com.fsck.k9.Account.isMessageReadReceiptAlways(),isMessageReadReceiptAlways,Operation
n1602,@java+constructor#com.fsck.k9.activity.Accounts.onCreateDialog(int).$anonymous3.(),,Constructor
n1603,@java+method#com.fsck.k9.mail.CertificateValidationException.scanForCause(),scanForCause,Operation
n1604,"@java+method#com.fsck.k9.mailstore.LocalStore.setFlagForThreads(java.util.List,com.fsck.k9.mail.Flag,boolean).$anonymous1.doDbWork(com.fsck.k9.mailstore.SQLiteDatabase,java.lang.String,java.lang.String[])",doDbWork,Operation
n1605,@java+package#com.fsck.k9.setup,setup,Container
n1606,@java+method#com.fsck.k9.mail.Message.copy(com.fsck.k9.mail.Message),copy,Operation
n1607,@java+constructor#com.fsck.k9.preferences.Settings.ColorSetting.ColorSetting(int),ColorSetting,Constructor
n1608,"@java+method#com.fsck.k9.notification.NotificationActionService.createMarkAllAsReadIntent(com.fsck.k9.controller.Context,java.lang.String,java.util.List)",createMarkAllAsReadIntent,Operation
n1609,@java+method#com.fsck.k9.mail.filter.FixedLengthInputStreamTest.skipRemaining_shouldNotConsumeMoreThanLimitFromUnderlyingInputStream(),skipRemaining_shouldNotConsumeMoreThanLimitFromUnderlyingInputStream,Operation
n161,@java+method#com.fsck.k9.preferences.AccountSettings.StorageProviderSetting.fromString(java.lang.String),fromString,Operation
n1610,@java+method#com.fsck.k9.controller.MemorizingMessagingListener.removeAccount(com.fsck.k9.Account),removeAccount,Operation
n1611,@java+class#com.fsck.k9.mailstore.LocalFolder.PreferencesHolder,PreferencesHolder,Structure
n1612,@java+field#com.fsck.k9.activity.setup.Prefs.PREFERENCE_MESSAGE_VIEW_THEME,PREFERENCE_MESSAGE_VIEW_THEME,Variable
n1613,"@java+constructor#com.fsck.k9.provider.MessageProvider.ThrottlingQueryHandler.query(com.fsck.k9.provider.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String).$anonymous1.()",,Constructor
n1614,@java+field#com.fsck.k9.ui.messageview.DownloadImageTask.context,context,Variable
n1615,@java+method#com.fsck.k9.ui.crypto.MessageCryptoHelper.handleCryptoOperationError(),handleCryptoOperationError,Operation
n1616,@java+class#com.fsck.k9.fragment.MessageListFragmentComparators.ReverseIdComparator,ReverseIdComparator,Structure
n1617,@java+field#com.fsck.k9.activity.EmailAddressList.EXTRA_EMAIL_ADDRESS,EXTRA_EMAIL_ADDRESS,Variable
n1618,@java+constructor#com.fsck.k9.activity.FolderList.FolderListHandler.dataChanged().$anonymous1.(),,Constructor
n1619,@java+method#com.fsck.k9.message.IdentityHeaderBuilder.setIdentityChanged(boolean),setIdentityChanged,Operation
n162,@java+method#com.fsck.k9.view.NonLockingScrollView.onFinishInflate(),onFinishInflate,Operation
n1620,@java+class#com.fsck.k9.provider.MessageProvider.HasStarExtractor,HasStarExtractor,Structure
n1621,@java+field#com.fsck.k9.activity.UpgradeDatabases.mLocalBroadcastManager,mLocalBroadcastManager,Variable
n1622,@java+field#com.fsck.k9.mail.ssl.TrustManagerFactoryTest.K9_EXAMPLE_COM_CERT1,K9_EXAMPLE_COM_CERT1,Variable
n1623,@java+field#com.fsck.k9.controller.MessagingControllerCommands.PendingMoveOrCopy.uids,uids,Variable
n1624,@java+class#com.fsck.k9.mail.store.imap.mockserver.MockImapServer.MockServerThread,MockServerThread,Structure
n1625,@java+method#com.fsck.k9.activity.MessageReference.toIdentityString(),toIdentityString,Operation
n1626,@java+method#com.fsck.k9.mail.Folder.getMessage(java.lang.String),getMessage,Operation
n1627,@java+method#com.fsck.k9.mail.internet.Viewable.Textual.getPart(),getPart,Operation
n1628,@java+method#com.fsck.k9.activity.setup.SliderPreference.onCreateDialogView().$anonymous1.onStartTrackingTouch(com.fsck.k9.activity.setup.SeekBar),onStartTrackingTouch,Operation
n1629,"@java+method#com.fsck.k9.notification.BaseNotifications.createBigTextStyleNotification(com.fsck.k9.Account,com.fsck.k9.notification.NotificationHolder,int)",createBigTextStyleNotification,Operation
n163,@java+method#com.fsck.k9.activity.MessageCompose.onOpenPgpClickDisable(),onOpenPgpClickDisable,Operation
n1630,@java+field#com.fsck.k9.activity.Accounts.ACTION_IMPORT_SETTINGS,ACTION_IMPORT_SETTINGS,Variable
n1631,@java+method#com.fsck.k9.notification.NotificationDataTest.testContainsStarredMessagesWithAdditionalMessages(),testContainsStarredMessagesWithAdditionalMessages,Operation
n1632,@java+class#com.fsck.k9.provider.MessageProvider.UriExtractor,UriExtractor,Structure
n1633,"@java+method#com.fsck.k9.activity.compose.RecipientLoader.fillContactDataFromCursor(com.fsck.k9.fragment.Cursor,java.util.List,java.util.Map,java.lang.String)",fillContactDataFromCursor,Operation
n1634,@java+method#com.fsck.k9.provider.MessageProviderTest.query_forAccountUnreadMessages_whenNoAccount_returnsEmptyCursor(),query_forAccountUnreadMessages_whenNoAccount_returnsEmptyCursor,Operation
n1635,@java+field#com.fsck.k9.mailstore.LocalStore.MSG_INDEX_HEADER_DATA,MSG_INDEX_HEADER_DATA,Variable
n1636,"@java+method#com.fsck.k9.activity.MessageLoaderHelper.MessageLoaderCallbacks.startIntentSenderForMessageLoaderHelper(com.fsck.k9.ui.messageview.IntentSender,int,com.fsck.k9.provider.Intent,int,int,int)",startIntentSenderForMessageLoaderHelper,Operation
n1637,@java+method#com.fsck.k9.activity.ActivityListenerTest.getOperation__whenFolderStatusChanged(),getOperation__whenFolderStatusChanged,Operation
n1638,"@java+method#org.openintents.openpgp.util.OpenPgpAppPreference.onGetDefaultValue(com.larswerkman.colorpicker.TypedArray,int)",onGetDefaultValue,Operation
n1639,@java+method#com.fsck.k9.fragment.MessageListFragment.dialogCancelled(int),dialogCancelled,Operation
n164,@java+method#com.fsck.k9.cache.EmailProviderCacheTest.isMessageHidden_returnsTrueForHiddenMessage(),isMessageHidden_returnsTrueForHiddenMessage,Operation
n1640,@java+field#com.fsck.k9.mail.store.imap.ImapConnectionTest.XOAUTH_STRING,XOAUTH_STRING,Variable
n1641,@java+method#com.fsck.k9.activity.FolderList.onOpenFolder(java.lang.String),onOpenFolder,Operation
n1642,@java+field#com.fsck.k9.view.MessageHeader.mDateView,mDateView,Variable
n1643,@java+field#com.fsck.k9.fragment.MessageListFragment.STATE_REMOTE_SEARCH_PERFORMED,STATE_REMOTE_SEARCH_PERFORMED,Variable
n1644,@java+method#com.fsck.k9.preferences.GlobalSettings.SubThemeSetting.fromString(java.lang.String),fromString,Operation
n1645,"@java+method#com.fsck.k9.mail.oauth.OAuth2TokenProvider.authorizeApi(java.lang.String,com.fsck.k9.fragment.Activity,com.fsck.k9.mail.oauth.OAuth2TokenProvider.OAuth2TokenProviderAuthCallback)",authorizeApi,Operation
n1646,@java+method#com.fsck.k9.notification.DeviceNotificationsTest.TestDeviceNotifications.createBigTextStyle(com.fsck.k9.notification.Builder),createBigTextStyle,Operation
n1647,@java+constructor#com.fsck.k9.mailstore.LocalStore.addPendingCommand(com.fsck.k9.controller.MessagingControllerCommands.PendingCommand).$anonymous1.(),,Constructor
n1648,"@java+constructor#com.fsck.k9.activity.FolderInfoHolder.FolderInfoHolder(com.fsck.k9.controller.Context,com.fsck.k9.mailstore.LocalFolder,com.fsck.k9.Account)",FolderInfoHolder,Constructor
n1649,@java+field#com.fsck.k9.notification.NotificationActionService.ACTION_MARK_AS_READ,ACTION_MARK_AS_READ,Variable
n165,@java+method#com.fsck.k9.provider.MessageProvider.MonitoredCursor.getString(int),getString,Operation
n1650,@java+method#com.fsck.k9.Identity.getSignatureUse(),getSignatureUse,Operation
n1651,@java+method#com.fsck.k9.mailstore.StorageManager.getDefaultProviderId(),getDefaultProviderId,Operation
n1652,@java+field#com.fsck.k9.fragment.MLFProjectionInfo.THREADED_PROJECTION,THREADED_PROJECTION,Variable
n1653,@java+method#com.fsck.k9.ui.crypto.MessageCryptoHelper.callbackPendingIntent(com.fsck.k9.message.PendingIntent),callbackPendingIntent,Operation
n1654,@java+class#com.fsck.k9.notification.WearNotificationsTest.NumberOfActionsMatcher,NumberOfActionsMatcher,Structure
n1655,@java+method#com.fsck.k9.mail.store.imap.ImapResponseParser.parseUntaggedResponse(),parseUntaggedResponse,Operation
n1656,"@java+method#com.fsck.k9.activity.compose.PgpSignOnlyDialog.newInstance(boolean,int)",newInstance,Operation
n1657,@java+method#com.fsck.k9.ui.crypto.MessageCryptoHelperTest.multipartEncrypted__shouldCallOpenPgpApiAsync(),multipartEncrypted__shouldCallOpenPgpApiAsync,Operation
n1658,@java+field#com.fsck.k9.search.SearchSpecification.SearchCondition.value,value,Variable
n1659,@java+class#com.fsck.k9.helper.MailTo.CaseInsensitiveParamWrapper,CaseInsensitiveParamWrapper,Structure
n166,@java+field#org.openintents.openpgp.util.OpenPgpKeyPreference.mKeyId,mKeyId,Variable
n1660,@java+field#com.fsck.k9.view.ViewSwitcher.mSecondInAnimation,mSecondInAnimation,Variable
n1661,@java+field#com.fsck.k9.activity.setup.AccountSetupBasics.mNextButton,mNextButton,Variable
n1662,@java+field#com.fsck.k9.message.html.UriLinkifier.SCHEME_SEPARATORS,SCHEME_SEPARATORS,Variable
n1663,@java+field#com.fsck.k9.activity.compose.RecipientPresenter.account,account,Variable
n1664,@java+constructor#com.fsck.k9.ui.crypto.MessageCryptoHelper.processAutocryptHeaderForCurrentPart().$anonymous1.(),,Constructor
n1665,"@java+method#com.fsck.k9.helper.FileHelper.copyFile(java.io.File,java.io.File)",copyFile,Operation
n1666,@java+method#com.fsck.k9.NotificationSetting.getRingtone(),getRingtone,Operation
n1667,@java+method#com.fsck.k9.mail.filter.FixedLengthInputStreamTest.read_atEndOfStream_shouldReturnMinusOne(),read_atEndOfStream_shouldReturnMinusOne,Operation
n1668,@java+class#com.fsck.k9.activity.FolderList,FolderList,Structure
n1669,"@java+method#com.fsck.k9.message.html.HeadCleaner.CleaningVisitor.tail(com.fsck.k9.helper.jsoup.Node,int)",tail,Operation
n167,@java+field#com.fsck.k9.activity.compose.RecipientMvpView.CRYPTO_ICON_IN_DURATION,CRYPTO_ICON_IN_DURATION,Variable
n1670,@java+field#com.fsck.k9.activity.MessageInfoHolder.answered,answered,Variable
